Region,County,First Dose,Series Complete,Report as of
North Country,Jefferson,74082,62006,03/22/2022
New York City,Kings,2028804,1826418,03/22/2022
North Country,Lewis,14314,13610,03/22/2022
Finger Lakes,Livingston,39851,37727,03/22/2022
Central New York,Madison,53641,50212,03/22/2022
Finger Lakes,Monroe,569907,531855,03/22/2022
Mohawk Valley,Montgomery,34724,32723,03/22/2022
Long Island,Nassau,1221387,1113262,03/22/2022
New York City,New York,1571507,1357146,03/22/2022
Western New York,Niagara,147690,139181,03/22/2022
Mohawk Valley,Oneida,152837,142168,03/22/2022
Central New York,Onondaga,359637,331433,03/22/2022
Finger Lakes,Ontario,83539,78579,03/22/2022
Mid-Hudson,Orange,256768,233989,03/22/2022
Finger Lakes,Orleans,24031,22604,03/22/2022
Central New York,Oswego,77864,73366,03/22/2022
Mohawk Valley,Otsego,39648,37194,03/22/2022
Mid-Hudson,Putnam,80954,72827,03/22/2022
New York City,Queens,2148429,1934758,03/22/2022
Capital Region,Rensselaer,116725,108411,03/22/2022
New York City,Richmond,382069,350004,03/22/2022
Mid-Hudson,Rockland,226764,204759,03/22/2022
Capital Region,Saratoga,184075,172211,03/22/2022
Capital Region,Schenectady,132951,123219,03/22/2022
Mohawk Valley,Schoharie,19140,18148,03/22/2022
Southern Tier,Schuyler,11078,10290,03/22/2022
Finger Lakes,Seneca,19221,18035,03/22/2022
North Country,St. Lawrence,72277,67590,03/22/2022
Southern Tier,Steuben,55054,51785,03/22/2022
Long Island,Suffolk,1209352,1101339,03/22/2022
Mid-Hudson,Sullivan,49828,45251,03/22/2022
Southern Tier,Tioga,25235,23862,03/22/2022
Southern Tier,Tompkins,84069,76839,03/22/2022
Mid-Hudson,Ulster,144791,132773,03/22/2022
Capital Region,Warren,51407,48292,03/22/2022
Capital Region,Washington,41255,39126,03/22/2022
Finger Lakes,Wayne,64264,60644,03/22/2022
Mid-Hudson,Westchester,853187,768555,03/22/2022
Finger Lakes,Wyoming,22967,21686,03/22/2022
Finger Lakes,Yates,14452,13454,03/22/2022
Capital Region,Albany,247874,226555,03/23/2022
Western New York,Allegany,23110,21587,03/23/2022
New York City,Bronx,1182240,1049669,03/23/2022
Southern Tier,Broome,132622,123791,03/23/2022
Western New York,Cattaraugus,43310,40158,03/23/2022
Central New York,Cayuga,49086,45915,03/23/2022
Western New York,Chautauqua,80381,73784,03/23/2022
Southern Tier,Chemung,48431,45538,03/23/2022
Southern Tier,Chenango,30822,29005,03/23/2022
North Country,Clinton,58162,54806,03/23/2022
Capital Region,Columbia,45158,41279,03/23/2022
Central New York,Cortland,29236,27637,03/23/2022
Southern Tier,Delaware,26082,24197,03/23/2022
Mid-Hudson,Dutchess,224491,203047,03/23/2022
Western New York,Erie,699310,650068,03/23/2022
North Country,Essex,27351,25548,03/23/2022
North Country,Franklin,30650,28655,03/23/2022
Mohawk Valley,Fulton,29628,27839,03/23/2022
Finger Lakes,Genesee,37147,35078,03/23/2022
Capital Region,Greene,31709,28951,03/23/2022
North Country,Hamilton,3487,3238,03/23/2022
Mohawk Valley,Herkimer,36339,34131,03/23/2022
North Country,Jefferson,74092,62022,03/23/2022
New York City,Kings,2029282,1826972,03/23/2022
North Country,Lewis,14318,13611,03/23/2022
Finger Lakes,Livingston,39853,37732,03/23/2022
Central New York,Madison,53643,50218,03/23/2022
Finger Lakes,Monroe,569986,531966,03/23/2022
Mohawk Valley,Montgomery,34733,32738,03/23/2022
Long Island,Nassau,1221583,1113492,03/23/2022
New York City,New York,1571866,1357433,03/23/2022
Western New York,Niagara,147703,139207,03/23/2022
Mohawk Valley,Oneida,152873,142202,03/23/2022
Central New York,Onondaga,359703,331520,03/23/2022
Finger Lakes,Ontario,83541,78588,03/23/2022
Mid-Hudson,Orange,256823,234045,03/23/2022
Finger Lakes,Orleans,24033,22608,03/23/2022
Central New York,Oswego,77876,73376,03/23/2022
Mohawk Valley,Otsego,39657,37204,03/23/2022
Mid-Hudson,Putnam,80966,72844,03/23/2022
New York City,Queens,2148886,1935189,03/23/2022
Capital Region,Rensselaer,116743,108424,03/23/2022
New York City,Richmond,382127,350078,03/23/2022
Mid-Hudson,Rockland,226815,204798,03/23/2022
Capital Region,Saratoga,184096,172226,03/23/2022
Capital Region,Schenectady,132965,123240,03/23/2022
Mohawk Valley,Schoharie,19146,18149,03/23/2022
Southern Tier,Schuyler,11079,10290,03/23/2022
Finger Lakes,Seneca,19223,18037,03/23/2022
North Country,St. Lawrence,72306,67625,03/23/2022
Southern Tier,Steuben,55061,51789,03/23/2022
Long Island,Suffolk,1209542,1101557,03/23/2022
Mid-Hudson,Sullivan,49830,45262,03/23/2022
Southern Tier,Tioga,25240,23867,03/23/2022
Southern Tier,Tompkins,84079,76850,03/23/2022
Mid-Hudson,Ulster,144807,132793,03/23/2022
Capital Region,Warren,51411,48298,03/23/2022
Capital Region,Washington,41262,39130,03/23/2022
Finger Lakes,Wayne,64267,60657,03/23/2022
Mid-Hudson,Westchester,853331,768711,03/23/2022
Finger Lakes,Wyoming,22971,21689,03/23/2022
Finger Lakes,Yates,14454,13454,03/23/2022
Capital Region,Albany,247916,226597,03/24/2022
Western New York,Allegany,23115,21592,03/24/2022
New York City,Bronx,1182600,1050142,03/24/2022
Southern Tier,Broome,132659,123813,03/24/2022
Western New York,Cattaraugus,43319,40164,03/24/2022
Central New York,Cayuga,49090,45921,03/24/2022
Western New York,Chautauqua,80385,73795,03/24/2022
Southern Tier,Chemung,48456,45583,03/24/2022
Southern Tier,Chenango,30828,29010,03/24/2022
North Country,Clinton,58179,54817,03/24/2022
Capital Region,Columbia,45163,41281,03/24/2022
Central New York,Cortland,29245,27651,03/24/2022
Southern Tier,Delaware,26083,24201,03/24/2022
Mid-Hudson,Dutchess,224531,203078,03/24/2022
Western New York,Erie,699417,650223,03/24/2022
North Country,Essex,27355,25550,03/24/2022
North Country,Franklin,30653,28663,03/24/2022
Mohawk Valley,Fulton,29633,27841,03/24/2022
Finger Lakes,Genesee,37149,35085,03/24/2022
Capital Region,Greene,31714,28955,03/24/2022
North Country,Hamilton,3487,3238,03/24/2022
Mohawk Valley,Herkimer,36342,34135,03/24/2022
North Country,Jefferson,74169,62077,03/24/2022
New York City,Kings,2029692,1827436,03/24/2022
North Country,Lewis,14318,13613,03/24/2022
Finger Lakes,Livingston,39857,37736,03/24/2022
Central New York,Madison,53650,50222,03/24/2022
Finger Lakes,Monroe,570093,532128,03/24/2022
Mohawk Valley,Montgomery,34733,32742,03/24/2022
Long Island,Nassau,1221779,1113723,03/24/2022
New York City,New York,1572234,1357692,03/24/2022
Western New York,Niagara,147719,139225,03/24/2022
Mohawk Valley,Oneida,152896,142239,03/24/2022
Central New York,Onondaga,359763,331585,03/24/2022
Finger Lakes,Ontario,83549,78603,03/24/2022
Mid-Hudson,Orange,256904,234136,03/24/2022
Finger Lakes,Orleans,24036,22624,03/24/2022
Central New York,Oswego,77896,73392,03/24/2022
Mohawk Valley,Otsego,39663,37214,03/24/2022
Mid-Hudson,Putnam,80978,72853,03/24/2022
New York City,Queens,2149373,1935640,03/24/2022
Capital Region,Rensselaer,116770,108441,03/24/2022
New York City,Richmond,382199,350174,03/24/2022
Mid-Hudson,Rockland,226876,204869,03/24/2022
Capital Region,Saratoga,184112,172248,03/24/2022
Capital Region,Schenectady,132985,123264,03/24/2022
Mohawk Valley,Schoharie,19147,18150,03/24/2022
Southern Tier,Schuyler,11084,10292,03/24/2022
Finger Lakes,Seneca,19225,18038,03/24/2022
North Country,St. Lawrence,72349,67663,03/24/2022
Southern Tier,Steuben,55084,51832,03/24/2022
Long Island,Suffolk,1209710,1101761,03/24/2022
Mid-Hudson,Sullivan,49837,45271,03/24/2022
Southern Tier,Tioga,25245,23872,03/24/2022
Southern Tier,Tompkins,84097,76878,03/24/2022
Mid-Hudson,Ulster,144823,132810,03/24/2022
Capital Region,Warren,51415,48305,03/24/2022
Capital Region,Washington,41265,39133,03/24/2022
Finger Lakes,Wayne,64280,60679,03/24/2022
Mid-Hudson,Westchester,853550,768925,03/24/2022
Finger Lakes,Wyoming,22971,21690,03/24/2022
Finger Lakes,Yates,14459,13462,03/24/2022
Capital Region,Albany,247958,226631,03/25/2022
Western New York,Allegany,23120,21596,03/25/2022
New York City,Bronx,1182979,1050652,03/25/2022
Southern Tier,Broome,132677,123834,03/25/2022
Western New York,Cattaraugus,43326,40168,03/25/2022
Central New York,Cayuga,49099,45929,03/25/2022
Western New York,Chautauqua,80395,73809,03/25/2022
Southern Tier,Chemung,48462,45595,03/25/2022
Southern Tier,Chenango,30840,29016,03/25/2022
North Country,Clinton,58183,54823,03/25/2022
Capital Region,Columbia,45170,41289,03/25/2022
Central New York,Cortland,29247,27653,03/25/2022
Southern Tier,Delaware,26088,24208,03/25/2022
Mid-Hudson,Dutchess,224569,203142,03/25/2022
Western New York,Erie,699507,650330,03/25/2022
North Country,Essex,27356,25552,03/25/2022
North Country,Franklin,30658,28667,03/25/2022
Mohawk Valley,Fulton,29637,27850,03/25/2022
Finger Lakes,Genesee,37157,35094,03/25/2022
Capital Region,Greene,31719,28958,03/25/2022
North Country,Hamilton,3487,3238,03/25/2022
Mohawk Valley,Herkimer,36344,34148,03/25/2022
North Country,Jefferson,74179,62097,03/25/2022
New York City,Kings,2030121,1827935,03/25/2022
North Country,Lewis,14319,13614,03/25/2022
Finger Lakes,Livingston,39859,37738,03/25/2022
Central New York,Madison,53657,50225,03/25/2022
Finger Lakes,Monroe,570182,532248,03/25/2022
Mohawk Valley,Montgomery,34735,32748,03/25/2022
Long Island,Nassau,1221960,1113945,03/25/2022
New York City,New York,1572567,1357989,03/25/2022
Western New York,Niagara,147731,139250,03/25/2022
Mohawk Valley,Oneida,152926,142275,03/25/2022
Central New York,Onondaga,359792,331645,03/25/2022
Finger Lakes,Ontario,83561,78616,03/25/2022
Mid-Hudson,Orange,256952,234208,03/25/2022
Finger Lakes,Orleans,24040,22626,03/25/2022
Central New York,Oswego,77903,73403,03/25/2022
Mohawk Valley,Otsego,39670,37217,03/25/2022
Mid-Hudson,Putnam,80989,72864,03/25/2022
New York City,Queens,2149828,1936082,03/25/2022
Capital Region,Rensselaer,116782,108457,03/25/2022
New York City,Richmond,382269,350262,03/25/2022
Mid-Hudson,Rockland,226910,204903,03/25/2022
Capital Region,Saratoga,184124,172266,03/25/2022
Capital Region,Schenectady,132998,123292,03/25/2022
Mohawk Valley,Schoharie,19149,18152,03/25/2022
Southern Tier,Schuyler,11084,10295,03/25/2022
Finger Lakes,Seneca,19226,18039,03/25/2022
North Country,St. Lawrence,72393,67711,03/25/2022
Southern Tier,Steuben,55096,51845,03/25/2022
Long Island,Suffolk,1209939,1102023,03/25/2022
Mid-Hudson,Sullivan,49855,45291,03/25/2022
Southern Tier,Tioga,25246,23878,03/25/2022
Southern Tier,Tompkins,84112,76891,03/25/2022
Mid-Hudson,Ulster,144839,132840,03/25/2022
Capital Region,Warren,51416,48305,03/25/2022
Capital Region,Washington,41268,39136,03/25/2022
Finger Lakes,Wayne,64286,60694,03/25/2022
Mid-Hudson,Westchester,853716,769132,03/25/2022
Finger Lakes,Wyoming,22972,21692,03/25/2022
Finger Lakes,Yates,14460,13462,03/25/2022
Capital Region,Albany,247983,226658,03/26/2022
Western New York,Allegany,23121,21598,03/26/2022
New York City,Bronx,1183223,1050945,03/26/2022
Southern Tier,Broome,132699,123855,03/26/2022
Western New York,Cattaraugus,43335,40177,03/26/2022
Central New York,Cayuga,49106,45933,03/26/2022
Western New York,Chautauqua,80403,73823,03/26/2022
Southern Tier,Chemung,48464,45599,03/26/2022
Southern Tier,Chenango,30842,29023,03/26/2022
North Country,Clinton,58189,54826,03/26/2022
Capital Region,Columbia,45175,41295,03/26/2022
Central New York,Cortland,29249,27655,03/26/2022
Southern Tier,Delaware,26092,24208,03/26/2022
Mid-Hudson,Dutchess,224589,203161,03/26/2022
Western New York,Erie,699571,650425,03/26/2022
North Country,Essex,27358,25553,03/26/2022
North Country,Franklin,30661,28672,03/26/2022
Mohawk Valley,Fulton,29639,27854,03/26/2022
Finger Lakes,Genesee,37160,35095,03/26/2022
Capital Region,Greene,31719,28959,03/26/2022
North Country,Hamilton,3488,3238,03/26/2022
Mohawk Valley,Herkimer,36348,34151,03/26/2022
North Country,Jefferson,74189,62105,03/26/2022
New York City,Kings,2030444,1828377,03/26/2022
North Country,Lewis,14319,13614,03/26/2022
Finger Lakes,Livingston,39862,37739,03/26/2022
Central New York,Madison,53659,50233,03/26/2022
Finger Lakes,Monroe,570239,532317,03/26/2022
Mohawk Valley,Montgomery,34739,32758,03/26/2022
Long Island,Nassau,1222088,1114175,03/26/2022
New York City,New York,1572852,1358157,03/26/2022
Western New York,Niagara,147744,139264,03/26/2022
Mohawk Valley,Oneida,152936,142286,03/26/2022
Central New York,Onondaga,359843,331712,03/26/2022
Finger Lakes,Ontario,83567,78623,03/26/2022
Mid-Hudson,Orange,256984,234274,03/26/2022
Finger Lakes,Orleans,24041,22627,03/26/2022
Central New York,Oswego,77926,73413,03/26/2022
Mohawk Valley,Otsego,39675,37223,03/26/2022
Mid-Hudson,Putnam,80992,72876,03/26/2022
New York City,Queens,2150131,1936531,03/26/2022
Capital Region,Rensselaer,116795,108476,03/26/2022
New York City,Richmond,382319,350342,03/26/2022
Mid-Hudson,Rockland,226940,204949,03/26/2022
Capital Region,Saratoga,184134,172280,03/26/2022
Capital Region,Schenectady,133016,123309,03/26/2022
Mohawk Valley,Schoharie,19150,18155,03/26/2022
Southern Tier,Schuyler,11084,10295,03/26/2022
Finger Lakes,Seneca,19226,18042,03/26/2022
North Country,St. Lawrence,72402,67719,03/26/2022
Southern Tier,Steuben,55099,51847,03/26/2022
Long Island,Suffolk,1210093,1102289,03/26/2022
Mid-Hudson,Sullivan,49860,45292,03/26/2022
Southern Tier,Tioga,25247,23884,03/26/2022
Southern Tier,Tompkins,84118,76899,03/26/2022
Mid-Hudson,Ulster,144856,132862,03/26/2022
Capital Region,Warren,51418,48307,03/26/2022
Capital Region,Washington,41270,39138,03/26/2022
Finger Lakes,Wayne,64287,60701,03/26/2022
Mid-Hudson,Westchester,853811,769255,03/26/2022
Finger Lakes,Wyoming,22972,21693,03/26/2022
Finger Lakes,Yates,14461,13463,03/26/2022
Capital Region,Albany,247991,226676,03/27/2022
Western New York,Allegany,23123,21599,03/27/2022
New York City,Bronx,1183313,1051058,03/27/2022
Southern Tier,Broome,132708,123865,03/27/2022
Western New York,Cattaraugus,43336,40178,03/27/2022
Central New York,Cayuga,49109,45938,03/27/2022
Western New York,Chautauqua,80410,73834,03/27/2022
Southern Tier,Chemung,48465,45603,03/27/2022
Southern Tier,Chenango,30844,29026,03/27/2022
North Country,Clinton,58192,54828,03/27/2022
Capital Region,Columbia,45176,41295,03/27/2022
Central New York,Cortland,29250,27657,03/27/2022
Southern Tier,Delaware,26093,24210,03/27/2022
Mid-Hudson,Dutchess,224603,203184,03/27/2022
Western New York,Erie,699607,650497,03/27/2022
North Country,Essex,27359,25554,03/27/2022
North Country,Franklin,30662,28673,03/27/2022
Mohawk Valley,Fulton,29641,27858,03/27/2022
Finger Lakes,Genesee,37160,35096,03/27/2022
Capital Region,Greene,31720,28960,03/27/2022
North Country,Hamilton,3490,3238,03/27/2022
Mohawk Valley,Herkimer,36351,34156,03/27/2022
North Country,Jefferson,74198,62116,03/27/2022
New York City,Kings,2030656,1828603,03/27/2022
North Country,Lewis,14319,13615,03/27/2022
Finger Lakes,Livingston,39862,37739,03/27/2022
Central New York,Madison,53662,50233,03/27/2022
Finger Lakes,Monroe,570278,532356,03/27/2022
Mohawk Valley,Montgomery,34742,32762,03/27/2022
Long Island,Nassau,1222178,1114317,03/27/2022
New York City,New York,1573031,1358235,03/27/2022
Western New York,Niagara,147755,139271,03/27/2022
Mohawk Valley,Oneida,152951,142302,03/27/2022
Central New York,Onondaga,359867,331740,03/27/2022
Finger Lakes,Ontario,83573,78629,03/27/2022
Mid-Hudson,Orange,257010,234317,03/27/2022
Finger Lakes,Orleans,24043,22628,03/27/2022
Central New York,Oswego,77928,73418,03/27/2022
Mohawk Valley,Otsego,39676,37223,03/27/2022
Mid-Hudson,Putnam,80993,72880,03/27/2022
New York City,Queens,2150329,1936753,03/27/2022
Capital Region,Rensselaer,116808,108486,03/27/2022
New York City,Richmond,382341,350392,03/27/2022
Mid-Hudson,Rockland,226950,204971,03/27/2022
Capital Region,Saratoga,184138,172288,03/27/2022
Capital Region,Schenectady,133028,123324,03/27/2022
Mohawk Valley,Schoharie,19150,18155,03/27/2022
Southern Tier,Schuyler,11084,10295,03/27/2022
Finger Lakes,Seneca,19228,18046,03/27/2022
North Country,St. Lawrence,72404,67721,03/27/2022
Southern Tier,Steuben,55101,51849,03/27/2022
Long Island,Suffolk,1210197,1102430,03/27/2022
Mid-Hudson,Sullivan,49860,45299,03/27/2022
Southern Tier,Tioga,25247,23884,03/27/2022
Southern Tier,Tompkins,84119,76901,03/27/2022
Mid-Hudson,Ulster,144879,132870,03/27/2022
Capital Region,Warren,51419,48310,03/27/2022
Capital Region,Washington,41274,39140,03/27/2022
Finger Lakes,Wayne,64290,60706,03/27/2022
Mid-Hudson,Westchester,853874,769316,03/27/2022
Finger Lakes,Wyoming,22972,21695,03/27/2022
Finger Lakes,Yates,14464,13467,03/27/2022
Capital Region,Albany,248039,226744,03/28/2022
Western New York,Allegany,23127,21603,03/28/2022
New York City,Bronx,1183600,1051439,03/28/2022
Southern Tier,Broome,132718,123885,03/28/2022
Western New York,Cattaraugus,43340,40180,03/28/2022
Central New York,Cayuga,49110,45942,03/28/2022
Western New York,Chautauqua,80415,73841,03/28/2022
Southern Tier,Chemung,48467,45606,03/28/2022
Southern Tier,Chenango,30846,29029,03/28/2022
North Country,Clinton,58196,54831,03/28/2022
Capital Region,Columbia,45181,41299,03/28/2022
Central New York,Cortland,29253,27659,03/28/2022
Southern Tier,Delaware,26096,24211,03/28/2022
Mid-Hudson,Dutchess,224625,203218,03/28/2022
Western New York,Erie,699674,650564,03/28/2022
North Country,Essex,27363,25557,03/28/2022
North Country,Franklin,30667,28682,03/28/2022
Mohawk Valley,Fulton,29646,27863,03/28/2022
Finger Lakes,Genesee,37161,35098,03/28/2022
Capital Region,Greene,31726,28964,03/28/2022
North Country,Hamilton,3490,3238,03/28/2022
Mohawk Valley,Herkimer,36353,34160,03/28/2022
North Country,Jefferson,74203,62126,03/28/2022
New York City,Kings,2031044,1829024,03/28/2022
North Country,Lewis,14323,13618,03/28/2022
Finger Lakes,Livingston,39863,37740,03/28/2022
Central New York,Madison,53664,50239,03/28/2022
Finger Lakes,Monroe,570343,532448,03/28/2022
Mohawk Valley,Montgomery,34744,32769,03/28/2022
Long Island,Nassau,1222348,1114507,03/28/2022
New York City,New York,1573339,1358501,03/28/2022
Western New York,Niagara,147765,139283,03/28/2022
Mohawk Valley,Oneida,152959,142312,03/28/2022
Central New York,Onondaga,359924,331772,03/28/2022
Finger Lakes,Ontario,83575,78634,03/28/2022
Mid-Hudson,Orange,257036,234385,03/28/2022
Finger Lakes,Orleans,24044,22629,03/28/2022
Central New York,Oswego,77934,73423,03/28/2022
Mohawk Valley,Otsego,39680,37226,03/28/2022
Mid-Hudson,Putnam,81007,72899,03/28/2022
New York City,Queens,2150675,1937152,03/28/2022
Capital Region,Rensselaer,116825,108502,03/28/2022
New York City,Richmond,382408,350460,03/28/2022
Mid-Hudson,Rockland,226994,205005,03/28/2022
Capital Region,Saratoga,184149,172298,03/28/2022
Capital Region,Schenectady,133047,123350,03/28/2022
Mohawk Valley,Schoharie,19155,18159,03/28/2022
Southern Tier,Schuyler,11087,10296,03/28/2022
Finger Lakes,Seneca,19232,18049,03/28/2022
North Country,St. Lawrence,72456,67773,03/28/2022
Southern Tier,Steuben,55107,51858,03/28/2022
Long Island,Suffolk,1210350,1102617,03/28/2022
Mid-Hudson,Sullivan,49864,45309,03/28/2022
Southern Tier,Tioga,25248,23886,03/28/2022
Southern Tier,Tompkins,84125,76907,03/28/2022
Mid-Hudson,Ulster,144891,132882,03/28/2022
Capital Region,Warren,51422,48316,03/28/2022
Capital Region,Washington,41276,39143,03/28/2022
Finger Lakes,Wayne,64294,60712,03/28/2022
Mid-Hudson,Westchester,854016,769478,03/28/2022
Finger Lakes,Wyoming,22973,21697,03/28/2022
Finger Lakes,Yates,14464,13467,03/28/2022
Capital Region,Albany,248109,226777,03/29/2022
Western New York,Allegany,23128,21605,03/29/2022
New York City,Bronx,1183940,1051773,03/29/2022
Southern Tier,Broome,132731,123903,03/29/2022
Western New York,Cattaraugus,43342,40185,03/29/2022
Central New York,Cayuga,49116,45944,03/29/2022
Western New York,Chautauqua,80425,73847,03/29/2022
Southern Tier,Chemung,48472,45610,03/29/2022
Southern Tier,Chenango,30855,29033,03/29/2022
North Country,Clinton,58204,54841,03/29/2022
Capital Region,Columbia,45186,41304,03/29/2022
Central New York,Cortland,29254,27664,03/29/2022
Southern Tier,Delaware,26099,24217,03/29/2022
Mid-Hudson,Dutchess,224653,203250,03/29/2022
Western New York,Erie,699763,650699,03/29/2022
North Country,Essex,27366,25559,03/29/2022
North Country,Franklin,30672,28689,03/29/2022
Mohawk Valley,Fulton,29649,27872,03/29/2022
Finger Lakes,Genesee,37163,35100,03/29/2022
Capital Region,Greene,31729,28969,03/29/2022
North Country,Hamilton,3490,3238,03/29/2022
Mohawk Valley,Herkimer,36357,34163,03/29/2022
North Country,Jefferson,74210,62136,03/29/2022
New York City,Kings,2031422,1829468,03/29/2022
North Country,Lewis,14324,13620,03/29/2022
Finger Lakes,Livingston,39868,37745,03/29/2022
Central New York,Madison,53668,50241,03/29/2022
Finger Lakes,Monroe,570418,532534,03/29/2022
Mohawk Valley,Montgomery,34745,32771,03/29/2022
Long Island,Nassau,1222528,1114717,03/29/2022
New York City,New York,1573702,1358776,03/29/2022
Western New York,Niagara,147776,139295,03/29/2022
Mohawk Valley,Oneida,152983,142333,03/29/2022
Central New York,Onondaga,360003,331822,03/29/2022
Finger Lakes,Ontario,83589,78641,03/29/2022
Mid-Hudson,Orange,257095,234435,03/29/2022
Finger Lakes,Orleans,24048,22634,03/29/2022
Central New York,Oswego,77943,73433,03/29/2022
Mohawk Valley,Otsego,39687,37233,03/29/2022
Mid-Hudson,Putnam,81017,72905,03/29/2022
New York City,Queens,2151088,1937560,03/29/2022
Capital Region,Rensselaer,116842,108525,03/29/2022
New York City,Richmond,382470,350527,03/29/2022
Mid-Hudson,Rockland,227029,205031,03/29/2022
Capital Region,Saratoga,184171,172314,03/29/2022
Capital Region,Schenectady,133074,123371,03/29/2022
Mohawk Valley,Schoharie,19156,18160,03/29/2022
Southern Tier,Schuyler,11087,10296,03/29/2022
Finger Lakes,Seneca,19236,18050,03/29/2022
North Country,St. Lawrence,72492,67802,03/29/2022
Southern Tier,Steuben,55119,51864,03/29/2022
Long Island,Suffolk,1210580,1102843,03/29/2022
Mid-Hudson,Sullivan,49873,45317,03/29/2022
Southern Tier,Tioga,25252,23888,03/29/2022
Southern Tier,Tompkins,84136,76917,03/29/2022
Mid-Hudson,Ulster,144910,132900,03/29/2022
Capital Region,Warren,51425,48325,03/29/2022
Capital Region,Washington,41276,39146,03/29/2022
Finger Lakes,Wayne,64301,60717,03/29/2022
Mid-Hudson,Westchester,854179,769636,03/29/2022
Finger Lakes,Wyoming,22975,21698,03/29/2022
Finger Lakes,Yates,14466,13467,03/29/2022
Capital Region,Albany,248174,226847,03/30/2022
Western New York,Allegany,23137,21610,03/30/2022
New York City,Bronx,1184246,1052115,03/30/2022
Southern Tier,Broome,132742,123918,03/30/2022
Western New York,Cattaraugus,43347,40190,03/30/2022
Central New York,Cayuga,49125,45951,03/30/2022
Western New York,Chautauqua,80433,73859,03/30/2022
Southern Tier,Chemung,48487,45623,03/30/2022
Southern Tier,Chenango,30858,29041,03/30/2022
North Country,Clinton,58219,54846,03/30/2022
Capital Region,Columbia,45200,41307,03/30/2022
Central New York,Cortland,29259,27666,03/30/2022
Southern Tier,Delaware,26100,24220,03/30/2022
Mid-Hudson,Dutchess,224684,203290,03/30/2022
Western New York,Erie,699857,650858,03/30/2022
North Country,Essex,27373,25562,03/30/2022
North Country,Franklin,30674,28691,03/30/2022
Mohawk Valley,Fulton,29653,27874,03/30/2022
Finger Lakes,Genesee,37171,35113,03/30/2022
Capital Region,Greene,31734,28971,03/30/2022
North Country,Hamilton,3490,3239,03/30/2022
Mohawk Valley,Herkimer,36362,34175,03/30/2022
North Country,Jefferson,74221,62156,03/30/2022
New York City,Kings,2031808,1829874,03/30/2022
North Country,Lewis,14325,13621,03/30/2022
Finger Lakes,Livingston,39875,37751,03/30/2022
Central New York,Madison,53671,50245,03/30/2022
Finger Lakes,Monroe,570510,532643,03/30/2022
Mohawk Valley,Montgomery,34749,32775,03/30/2022
Long Island,Nassau,1222728,1114929,03/30/2022
New York City,New York,1574045,1359055,03/30/2022
Western New York,Niagara,147790,139316,03/30/2022
Mohawk Valley,Oneida,153012,142351,03/30/2022
Central New York,Onondaga,360071,331884,03/30/2022
Finger Lakes,Ontario,83597,78647,03/30/2022
Mid-Hudson,Orange,257131,234472,03/30/2022
Finger Lakes,Orleans,24049,22635,03/30/2022
Central New York,Oswego,77951,73442,03/30/2022
Mohawk Valley,Otsego,39694,37238,03/30/2022
Mid-Hudson,Putnam,81034,72919,03/30/2022
New York City,Queens,2151467,1937923,03/30/2022
Capital Region,Rensselaer,116858,108541,03/30/2022
New York City,Richmond,382551,350619,03/30/2022
Mid-Hudson,Rockland,227083,205094,03/30/2022
Capital Region,Saratoga,184184,172329,03/30/2022
Capital Region,Schenectady,133100,123400,03/30/2022
Mohawk Valley,Schoharie,19159,18162,03/30/2022
Southern Tier,Schuyler,11087,10297,03/30/2022
Finger Lakes,Seneca,19239,18056,03/30/2022
North Country,St. Lawrence,72529,67835,03/30/2022
Southern Tier,Steuben,55125,51873,03/30/2022
Long Island,Suffolk,1210777,1103040,03/30/2022
Mid-Hudson,Sullivan,49884,45333,03/30/2022
Southern Tier,Tioga,25255,23893,03/30/2022
Southern Tier,Tompkins,84147,76928,03/30/2022
Mid-Hudson,Ulster,144938,132924,03/30/2022
Capital Region,Warren,51431,48327,03/30/2022
Capital Region,Washington,41281,39153,03/30/2022
Finger Lakes,Wayne,64306,60722,03/30/2022
Mid-Hudson,Westchester,854343,769803,03/30/2022
Finger Lakes,Wyoming,22980,21704,03/30/2022
Finger Lakes,Yates,14467,13467,03/30/2022
Capital Region,Albany,248246,226906,03/31/2022
Western New York,Allegany,23138,21622,03/31/2022
New York City,Bronx,1184555,1052435,03/31/2022
Southern Tier,Broome,132759,123933,03/31/2022
Western New York,Cattaraugus,43352,40194,03/31/2022
Central New York,Cayuga,49132,45959,03/31/2022
Western New York,Chautauqua,80446,73874,03/31/2022
Southern Tier,Chemung,48490,45630,03/31/2022
Southern Tier,Chenango,30865,29046,03/31/2022
North Country,Clinton,58227,54853,03/31/2022
Capital Region,Columbia,45204,41316,03/31/2022
Central New York,Cortland,29265,27673,03/31/2022
Southern Tier,Delaware,26103,24225,03/31/2022
Mid-Hudson,Dutchess,224717,203340,03/31/2022
Western New York,Erie,699944,650934,03/31/2022
North Country,Essex,27376,25566,03/31/2022
North Country,Franklin,30678,28696,03/31/2022
Mohawk Valley,Fulton,29653,27877,03/31/2022
Finger Lakes,Genesee,37172,35115,03/31/2022
Capital Region,Greene,31737,28975,03/31/2022
North Country,Hamilton,3490,3239,03/31/2022
Mohawk Valley,Herkimer,36366,34177,03/31/2022
North Country,Jefferson,74226,62168,03/31/2022
New York City,Kings,2032191,1830281,03/31/2022
North Country,Lewis,14325,13622,03/31/2022
Finger Lakes,Livingston,39875,37755,03/31/2022
Central New York,Madison,53675,50248,03/31/2022
