algorithm,dataset,target_noise,data_group,symbolic_solution_rate_(%),accuracy_solution,rmse_test,log_mse_test
Operon,feynman_III_13_18,0.01,Feynman,0.0,0.0,64.30015614474407,8.327365956618646
Operon,feynman_III_14_14,0.0,Feynman,0.0,1.0,0.08030737751348296,0.006428567294768021
Operon,feynman_III_14_14,0.001,Feynman,0.0,1.0,0.10758527879807973,0.011508119062960105
Operon,feynman_III_14_14,0.01,Feynman,0.0,0.0,0.6325363457869517,0.33654525448499395
Operon,feynman_III_15_12,0.0,Feynman,0.0,1.0,0.0001975557304030678,3.902826585689878e-08
Operon,feynman_III_15_12,0.001,Feynman,0.0,0.0,0.24140225591255507,0.056640270499891995
Operon,feynman_III_15_12,0.01,Feynman,0.0,0.0,0.748661312225858,0.44500228427388727
Operon,feynman_III_15_14,0.0,Feynman,0.0,1.0,9.795015154304126e-07,9.594547378806e-13
Operon,feynman_III_15_14,0.001,Feynman,0.0,1.0,0.00018156264204637542,3.296499241422834e-08
Operon,feynman_III_15_14,0.01,Feynman,0.0,0.0,0.0018350468485360868,3.367391266736196e-06
Operon,feynman_III_15_27,0.0,Feynman,20.0,1.0,5.698038724104893e-05,3.246764629652498e-09
Operon,feynman_III_15_27,0.001,Feynman,10.0,1.0,0.036930339842354845,0.0013629208022219088
Operon,feynman_III_15_27,0.01,Feynman,0.0,0.0,0.3998285511466752,0.14830178288206688
Operon,feynman_III_17_37,0.0,Feynman,0.0,1.0,0.00020723677525676733,4.2947080080383056e-08
Operon,feynman_III_17_37,0.001,Feynman,0.0,1.0,0.04408169296208079,0.0019413100920101305
Operon,feynman_III_17_37,0.01,Feynman,0.0,0.0,0.4544190173637817,0.18772082393391956
Operon,feynman_III_19_51,0.0,Feynman,0.0,1.0,0.0013588649848790134,1.8465123424162836e-06
Operon,feynman_III_19_51,0.001,Feynman,0.0,1.0,0.015179141524139543,0.0002303797979462303
Operon,feynman_III_19_51,0.01,Feynman,0.0,0.0,0.142012612838991,0.019966910080785903
Operon,feynman_III_21_20,0.0,Feynman,50.0,1.0,1.8599119036407225e-06,3.4592329001210794e-12
Operon,feynman_III_21_20,0.001,Feynman,0.0,1.0,0.14021439035242245,0.01946931220572076
Operon,feynman_III_21_20,0.01,Feynman,0.0,0.0,1.419640662015276,1.10372572913486
Operon,feynman_III_4_32,0.0,Feynman,0.0,1.0,0.0022471950676664896,5.049872921440707e-06
Operon,feynman_III_4_32,0.001,Feynman,0.0,1.0,0.10798874925244403,0.01159409790490261
Operon,feynman_III_4_32,0.01,Feynman,0.0,0.0,1.2515092592782218,0.9424555971671447
Operon,feynman_III_4_33,0.0,Feynman,0.0,1.0,0.0011303533351364186,1.277697845949155e-06
Operon,feynman_III_4_33,0.001,Feynman,0.0,1.0,0.07644840083609089,0.005827345980903373
Operon,feynman_III_4_33,0.01,Feynman,0.0,0.0,0.9939104596049566,0.6870576779731087
Operon,feynman_III_7_38,0.0,Feynman,40.0,1.0,6.113811217325102e-06,3.737876674777626e-11
Operon,feynman_III_7_38,0.001,Feynman,10.0,1.0,0.56909530188588,0.28055885947335923
Operon,feynman_III_7_38,0.01,Feynman,0.0,0.0,5.850666089136258,3.561906328582066
Operon,feynman_III_8_54,0.0,Feynman,10.0,0.0,1.4438561306828896e+38,175.7311018735793
Operon,feynman_III_8_54,0.001,Feynman,0.0,0.0,0.10089958468165261,0.010129251666607407
Operon,feynman_III_8_54,0.01,Feynman,0.0,0.0,0.13629978380113322,0.018407174756228786
Operon,feynman_III_9_52,0.0,Feynman,0.0,0.0,1.4611618781639724,1.14262727111646
Operon,feynman_III_9_52,0.001,Feynman,0.0,0.0,2.139896650900229,1.7190378109723519
Operon,feynman_III_9_52,0.01,Feynman,10.0,0.0,2.282360849184501,1.826027400061005
Operon,feynman_II_10_9,0.0,Feynman,10.0,1.0,1.6681954249504357e-05,2.7828761513540006e-10
Operon,feynman_II_10_9,0.001,Feynman,0.0,1.0,0.0036062951477710196,1.3005280123708673e-05
Operon,feynman_II_10_9,0.01,Feynman,0.0,0.0,0.03606818991692991,0.0013000688680090881
Operon,feynman_II_11_20,0.0,Feynman,10.0,1.0,0.00012619583866578003,1.5925389546845404e-08
Operon,feynman_II_11_20,0.001,Feynman,0.0,1.0,0.0639716996973804,0.004084027357735757
Operon,feynman_II_11_20,0.01,Feynman,0.0,0.0,0.703589385478724,0.4021516402037196
Operon,feynman_II_11_27,0.0,Feynman,0.0,1.0,9.562070792389532e-05,9.14331983720126e-09
Operon,feynman_II_11_27,0.001,Feynman,0.0,1.0,0.0069805902972484655,4.872745369645535e-05
Operon,feynman_II_11_27,0.01,Feynman,0.0,0.0,0.08401350468456868,0.007033475984303683
Operon,feynman_II_11_28,0.0,Feynman,0.0,1.0,2.2899960119276837e-05,5.244080723844627e-10
Operon,feynman_II_11_28,0.001,Feynman,0.0,0.0,0.01043975898909479,0.0001089826289278784
Operon,feynman_II_11_28,0.01,Feynman,0.0,0.0,0.12706432941592471,0.016016393855931513
Operon,feynman_II_11_3,0.0,Feynman,0.0,1.0,0.00019061187705244197,3.633288692738091e-08
Operon,feynman_II_11_3,0.001,Feynman,0.0,1.0,0.0015912976992414518,2.5322251615728113e-06
Operon,feynman_II_11_3,0.01,Feynman,0.0,0.0,0.01765097288977915,0.00031150832020062063
Operon,feynman_II_13_17,0.0,Feynman,30.0,1.0,6.691241104179612e-07,4.4764192352876295e-13
Operon,feynman_II_13_17,0.001,Feynman,0.0,1.0,0.0002440886341476905,5.957925952744529e-08
Operon,feynman_II_13_17,0.01,Feynman,0.0,0.0,0.0024847553524866826,6.1739901025807414e-06
Operon,feynman_II_13_23,0.0,Feynman,0.0,1.0,0.0002058122436770709,4.235867877781871e-08
Operon,feynman_II_13_23,0.001,Feynman,0.0,1.0,0.02415868590135193,0.000583471851668444
Operon,feynman_II_13_23,0.01,Feynman,0.0,0.0,0.3377874546842891,0.10804723129077311
Operon,feynman_II_13_34,0.0,Feynman,0.0,1.0,0.0003153116901174667,9.94214570097629e-08
Operon,feynman_II_13_34,0.001,Feynman,0.0,1.0,0.04525168398717429,0.0020456211932391977
Operon,feynman_II_13_34,0.01,Feynman,0.0,0.0,0.48283013360528115,0.2095515474489077
Operon,feynman_II_15_4,0.0,Feynman,0.0,1.0,2.3820464513151296e-06,5.674127834238152e-12
Operon,feynman_II_15_4,0.001,Feynman,0.0,1.0,0.05602213452117171,0.0031335648098814316
Operon,feynman_II_15_4,0.01,Feynman,0.0,0.0,0.6309253891343226,0.3350904585871409
Operon,feynman_II_15_5,0.0,Feynman,0.0,1.0,2.7745702367737135e-06,7.698286452721204e-12
Operon,feynman_II_15_5,0.001,Feynman,0.0,1.0,0.06214610694509554,0.0038546996983652637
Operon,feynman_II_15_5,0.01,Feynman,0.0,0.0,0.5828455865406548,0.2924524095920167
Operon,feynman_II_21_32,0.0,Feynman,0.0,1.0,1.5922273084334447e-05,2.5351876150720386e-10
Operon,feynman_II_21_32,0.001,Feynman,0.0,1.0,0.0005344604668552322,2.856479497970048e-07
Operon,feynman_II_21_32,0.01,Feynman,0.0,0.0,0.006773304680145141,4.5876603942673526e-05
Operon,feynman_II_24_17,0.0,Feynman,0.0,1.0,0.00043345783829202585,1.8788568001618545e-07
Operon,feynman_II_24_17,0.001,Feynman,0.0,0.0,0.04656488229305785,0.00216594091850457
Operon,feynman_II_24_17,0.01,Feynman,0.0,0.0,0.35150184370328597,0.1164964716115093
Operon,feynman_II_27_16,0.0,Feynman,60.0,1.0,1.704185661000711e-05,2.904247952817559e-10
Operon,feynman_II_27_16,0.001,Feynman,0.0,1.0,1.2773957609210238,0.9676451977979094
Operon,feynman_II_27_16,0.01,Feynman,0.0,0.0,11.914133476224352,4.962470969473422
Operon,feynman_II_27_18,0.0,Feynman,70.0,1.0,4.743611170205002e-06,2.2501778218244582e-11
Operon,feynman_II_27_18,0.001,Feynman,0.0,1.0,0.42102723325097224,0.16319304369985457
Operon,feynman_II_27_18,0.01,Feynman,0.0,0.0,3.6315335696108937,2.652399079000817
Operon,feynman_II_2_42,0.0,Feynman,30.0,1.0,8.831055726506149e-05,7.798754500641768e-09
Operon,feynman_II_2_42,0.001,Feynman,0.0,1.0,0.06082640770385949,0.003693024257808158
Operon,feynman_II_2_42,0.01,Feynman,0.0,0.0,0.7196887253555402,0.4173619666154565
Operon,feynman_II_34_11,0.0,Feynman,40.0,1.0,1.3879551153720541e-06,1.926458992327716e-12
Operon,feynman_II_34_11,0.001,Feynman,0.0,1.0,0.06750393141249769,0.004546430062696016
Operon,feynman_II_34_11,0.01,Feynman,0.0,0.0,0.6637621677460551,0.36504595974765225
Operon,feynman_II_34_2,0.0,Feynman,90.0,1.0,6.420582876674524e-06,4.1223913171111904e-11
Operon,feynman_II_34_2,0.001,Feynman,0.0,1.0,0.158734394153246,0.024884406769568223
Operon,feynman_II_34_2,0.01,Feynman,0.0,0.0,1.5961982576216855,1.2663414698633377
Operon,feynman_II_34_29a,0.0,Feynman,30.0,1.0,4.09958265539658e-07,1.6808776592823456e-13
Operon,feynman_II_34_29a,0.001,Feynman,0.0,1.0,0.003879343693741707,1.5049194254494073e-05
Operon,feynman_II_34_29a,0.01,Feynman,0.0,0.0,0.03569037738052839,0.0012729924387643928
Operon,feynman_II_34_29b,0.0,Feynman,10.0,1.0,0.0040705538374212254,1.6569271272309723e-05
Operon,feynman_II_34_29b,0.001,Feynman,0.0,1.0,2.491252383307186,1.9749609772698997
Operon,feynman_II_34_29b,0.01,Feynman,0.0,0.0,26.65955664468582,6.567701380548874
Operon,feynman_II_34_2a,0.0,Feynman,60.0,1.0,1.6205919533563458e-07,2.620126338115335e-14
Operon,feynman_II_34_2a,0.001,Feynman,0.0,1.0,0.006547778335480668,4.2872482092633384e-05
Operon,feynman_II_34_2a,0.01,Feynman,0.0,0.0,0.07851835285613744,0.006146205061042909
Operon,feynman_II_35_18,0.0,Feynman,0.0,0.0,0.014351165693323469,0.00020593475074087833
Operon,feynman_II_35_18,0.001,Feynman,0.0,0.0,0.014288639090236796,0.00020414436817147078
Operon,feynman_II_35_18,0.01,Feynman,0.0,0.0,0.05028016059694899,0.0025249042943425544
Operon,feynman_II_35_21,0.0,Feynman,0.0,0.0,0.25570691522329764,0.06333719967701232
Operon,feynman_II_35_21,0.001,Feynman,0.0,0.0,0.28390755972590637,0.0775196836492266
Operon,feynman_II_35_21,0.01,Feynman,0.0,0.0,0.6932218173307092,0.39241802252484287
Operon,feynman_II_36_38,0.0,Feynman,0.0,0.0,0.05691208885629878,0.003233751642614155
Operon,feynman_II_36_38,0.001,Feynman,0.0,0.0,0.07189300391377822,0.005155292625851387
Operon,feynman_II_36_38,0.01,Feynman,0.0,0.0,0.18637069962006583,0.034144425267146415
Operon,feynman_II_37_1,0.0,Feynman,30.0,1.0,5.6128410892710575e-06,3.150391059087212e-11
Operon,feynman_II_37_1,0.001,Feynman,0.0,1.0,0.38364364769826426,0.1373088912510879
Operon,feynman_II_37_1,0.01,Feynman,0.0,0.0,3.86071188844522,2.766639578976072
Operon,feynman_II_38_14,0.0,Feynman,10.0,1.0,5.832890620231697e-06,3.402256254445423e-11
Operon,feynman_II_38_14,0.001,Feynman,0.0,1.0,0.00579379694468061,3.356751964062603e-05
Operon,feynman_II_38_14,0.01,Feynman,0.0,0.0,0.04286158466702373,0.0018354300075053532
Operon,feynman_II_38_3,0.0,Feynman,60.0,1.0,1.6833302809067458e-06,2.83351120344431e-12
Operon,feynman_II_38_3,0.001,Feynman,0.0,1.0,0.1353293084354445,0.018148339836137676
Operon,feynman_II_38_3,0.01,Feynman,0.0,0.0,1.2529011294579266,0.9438129919443083
Operon,feynman_II_3_24,0.0,Feynman,80.0,1.0,9.749018314548806e-08,9.5479180117763e-15
Operon,feynman_II_3_24,0.001,Feynman,0.0,1.0,0.0007307976970351586,5.340651313920947e-07
Operon,feynman_II_3_24,0.01,Feynman,0.0,0.0,0.007349179848954101,5.400898594065187e-05
Operon,feynman_II_4_23,0.0,Feynman,30.0,1.0,7.975681589218935e-07,6.361577931100123e-13
Operon,feynman_II_4_23,0.001,Feynman,0.0,1.0,0.0004669176296011052,2.1801204907437375e-07
Operon,feynman_II_4_23,0.01,Feynman,0.0,0.0,0.0047576571810622244,2.263504567784576e-05
Operon,feynman_II_6_11,0.0,Feynman,0.0,1.0,2.7798544157102657e-06,7.727596340571082e-12
Operon,feynman_II_6_11,0.001,Feynman,0.0,1.0,0.0002367575589602579,5.605414020164341e-08
Operon,feynman_II_6_11,0.01,Feynman,0.0,0.0,0.0018250715380329042,3.33088057153522e-06
Operon,feynman_II_6_15a,0.0,Feynman,0.0,1.0,0.00316085886969695,9.990978884069467e-06
Operon,feynman_II_6_15a,0.001,Feynman,0.0,1.0,0.004282485617904948,1.8339514897593924e-05
Operon,feynman_II_6_15a,0.01,Feynman,0.0,0.0,0.02936661349152325,0.0008620263364746669
Operon,feynman_II_6_15b,0.0,Feynman,0.0,1.0,1.034173407489848e-05,1.0695155871470573e-10
Operon,feynman_II_6_15b,0.001,Feynman,0.0,1.0,0.00020979910294886917,4.4015662589693975e-08
Operon,feynman_II_6_15b,0.01,Feynman,0.0,0.0,0.002743199826016838,7.5251169718058375e-06
Operon,feynman_II_8_31,0.0,Feynman,60.0,1.0,2.843761567350216e-06,8.087086555941864e-12
Operon,feynman_II_8_31,0.001,Feynman,0.0,1.0,0.19743814988841935,0.03824121728779288
Operon,feynman_II_8_31,0.01,Feynman,0.0,0.0,1.9610195568897388,1.57807060254383
Operon,feynman_II_8_7,0.0,Feynman,20.0,1.0,9.297303364374553e-08,8.659739592076183e-15
Operon,feynman_II_8_7,0.001,Feynman,0.0,1.0,0.0011600468260044557,1.3457077330576227e-06
Operon,feynman_II_8_7,0.01,Feynman,0.0,0.0,0.010565064014944423,0.00011161434852676567
Operon,feynman_I_10_7,0.0,Feynman,0.0,1.0,0.00018646350933175114,3.4768639806757714e-08
Operon,feynman_I_10_7,0.001,Feynman,0.0,1.0,0.02781766599053836,0.0007735232948642267
Operon,feynman_I_10_7,0.01,Feynman,0.0,0.0,0.34283648771899017,0.11112702889591693
Operon,feynman_I_11_19,0.0,Feynman,10.0,1.0,3.3459557115483354e-06,1.1195488980257408e-11
Operon,feynman_I_11_19,0.001,Feynman,0.0,1.0,0.2598677046667312,0.06534871527485409
Operon,feynman_I_11_19,0.01,Feynman,0.0,0.0,2.526687006204322,1.9993354356964905
Operon,feynman_I_12_1,0.0,Feynman,90.0,1.0,8.315069215103903e-07,6.914468997363085e-13
Operon,feynman_I_12_1,0.001,Feynman,0.0,1.0,0.09575006721849931,0.009126303685866519
Operon,feynman_I_12_1,0.01,Feynman,0.0,0.0,1.0210791776937924,0.7142248216999325
Operon,feynman_I_12_11,0.0,Feynman,0.0,1.0,0.005463130867423586,2.9845353497556913e-05
Operon,feynman_I_12_11,0.001,Feynman,0.0,1.0,0.23896900300049248,0.05553516011596814
Operon,feynman_I_12_11,0.01,Feynman,0.0,0.0,2.4164931403157457,1.9227057249376531
Operon,feynman_I_12_2,0.0,Feynman,20.0,1.0,9.567225032724948e-07,9.152678615005602e-13
Operon,feynman_I_12_2,0.001,Feynman,0.0,1.0,0.0008868634807341891,7.865265241285363e-07
Operon,feynman_I_12_2,0.01,Feynman,0.0,0.0,0.009523976060160332,9.070200644304468e-05
Operon,feynman_I_12_4,0.0,Feynman,10.0,1.0,4.817681420905582e-07,2.320366121466308e-13
Operon,feynman_I_12_4,0.001,Feynman,0.0,1.0,0.00029850602896373113,8.910584539579667e-08
Operon,feynman_I_12_4,0.01,Feynman,0.0,0.0,0.003031259956365597,9.18849470876359e-06
Operon,feynman_I_12_5,0.0,Feynman,80.0,1.0,9.260328832751404e-07,8.575362642201033e-13
Operon,feynman_I_12_5,0.001,Feynman,0.0,1.0,0.09787803176158398,0.00953451084916219
Operon,feynman_I_12_5,0.01,Feynman,0.0,0.0,1.0158944082392545,0.7090409274864402
Operon,feynman_I_13_12,0.0,Feynman,10.0,1.0,3.542258327814889e-05,1.2547594067002162e-09
Operon,feynman_I_13_12,0.001,Feynman,0.0,1.0,0.13358394697926607,0.01768732386417807
Operon,feynman_I_13_12,0.01,Feynman,0.0,0.0,0.6966491204834723,0.39563023528352786
Operon,feynman_I_13_4,0.0,Feynman,0.0,1.0,0.0032790398074009175,1.0752044255040545e-05
Operon,feynman_I_13_4,0.001,Feynman,0.0,1.0,0.3841932072446856,0.13767665706341714
Operon,feynman_I_13_4,0.01,Feynman,0.0,0.0,4.5195112670632716,3.0646043020849465
Operon,feynman_I_14_3,0.0,Feynman,60.0,1.0,5.8272149142653286e-05,3.395643316314226e-09
Operon,feynman_I_14_3,0.001,Feynman,0.0,1.0,0.32142002056847874,0.09831550440008613
Operon,feynman_I_14_3,0.01,Feynman,0.0,0.0,3.091675237692834,2.356927034191319
Operon,feynman_I_14_4,0.0,Feynman,80.0,1.0,2.160716618617176e-06,4.6687098631428095e-12
Operon,feynman_I_14_4,0.001,Feynman,0.0,1.0,0.1857831556496012,0.03393308607082029
Operon,feynman_I_14_4,0.01,Feynman,0.0,0.0,1.8220508363438737,1.463225135645538
Operon,feynman_I_15_10,0.0,Feynman,0.0,1.0,0.0002741636911485705,7.516572681555952e-08
Operon,feynman_I_15_10,0.001,Feynman,0.0,1.0,0.04257624957785328,0.001811096003214135
Operon,feynman_I_15_10,0.01,Feynman,0.0,0.0,0.553111182724164,0.2669169471506813
Operon,feynman_I_15_3t,0.0,Feynman,0.0,1.0,0.0011659668096186786,1.359477676936058e-06
Operon,feynman_I_15_3t,0.001,Feynman,0.0,1.0,0.023340575925079276,0.0005446341444096264
Operon,feynman_I_15_3t,0.01,Feynman,0.0,0.0,0.3385513011964627,0.10851083337959297
Operon,feynman_I_15_3x,0.0,Feynman,0.0,1.0,0.0018441955287083645,3.401051364551797e-06
Operon,feynman_I_15_3x,0.001,Feynman,0.0,1.0,0.04349799942389303,0.001890288232820832
Operon,feynman_I_15_3x,0.01,Feynman,0.0,0.0,0.5905229666865563,0.29915404762889614
Operon,feynman_I_16_6,0.0,Feynman,0.0,1.0,0.013743148883453423,0.00018885630675780765
Operon,feynman_I_16_6,0.001,Feynman,0.0,1.0,0.023001448771957627,0.0005289267391956546
Operon,feynman_I_16_6,0.01,Feynman,0.0,0.0,0.27463839292685993,0.07271709170658447
Operon,feynman_I_18_12,0.0,Feynman,0.0,1.0,1.6653490390685962e-06,2.7733371155097955e-12
Operon,feynman_I_18_12,0.001,Feynman,0.0,1.0,0.0692145319866169,0.00477921278537707
Operon,feynman_I_18_12,0.01,Feynman,0.0,0.0,0.7460451800489056,0.44249329807546717
Operon,feynman_I_18_14,0.0,Feynman,0.0,1.0,0.0014670452860169898,2.1522195551394257e-06
Operon,feynman_I_18_14,0.001,Feynman,0.0,1.0,0.2181962106027932,0.04651098435546504
Operon,feynman_I_18_14,0.01,Feynman,0.0,0.0,2.1333300086443328,1.7139955525144068
Operon,feynman_I_18_4,0.0,Feynman,0.0,1.0,0.00041876137294665085,1.7536107205312877e-07
Operon,feynman_I_18_4,0.001,Feynman,0.0,1.0,0.02343049125482624,0.000548837281704204
Operon,feynman_I_18_4,0.01,Feynman,0.0,0.0,0.26896566087355034,0.06984553281514325
Operon,feynman_I_24_6,0.0,Feynman,0.0,1.0,0.00019263944370470032,3.710995464233073e-08
Operon,feynman_I_24_6,0.001,Feynman,0.0,1.0,0.17801188950466604,0.03119652142284077
Operon,feynman_I_24_6,0.01,Feynman,0.0,0.0,1.8240978937714964,1.4649514460449091
Operon,feynman_I_25_13,0.0,Feynman,60.0,1.0,1.0493441904456692e-07,1.1102230246251504e-14
Operon,feynman_I_25_13,0.001,Feynman,0.0,0.5,0.022996859392699805,0.0005287157471208289
Operon,feynman_I_25_13,0.01,Feynman,0.0,0.0,0.14248807869469104,0.02009949751027299
Operon,feynman_I_27_6,0.0,Feynman,0.0,1.0,0.0023633833173792055,5.585565105549897e-06
Operon,feynman_I_27_6,0.001,Feynman,0.0,1.0,0.005284240073882086,2.7922803313262496e-05
Operon,feynman_I_27_6,0.01,Feynman,0.0,0.0,0.07455905274463068,0.005543657840904823
Operon,feynman_I_29_16,0.0,Feynman,0.0,0.0,0.14681948818053553,0.021326918023194478
Operon,feynman_I_29_16,0.001,Feynman,0.0,0.0,0.15090891329316164,0.022518054939413563
Operon,feynman_I_29_16,0.01,Feynman,0.0,0.0,0.3749359650389166,0.13153425531747032
Operon,feynman_I_29_4,0.0,Feynman,60.0,1.0,1.4247500219552092e-06,2.029931778222576e-12
Operon,feynman_I_29_4,0.001,Feynman,0.0,1.0,0.018702278450172024,0.0003497140621362696
Operon,feynman_I_29_4,0.01,Feynman,0.0,0.0,0.21108168931036905,0.043591416508258304
Operon,feynman_I_30_3,0.0,Feynman,0.0,0.0,1.0709066775211227,0.7639975114815583
Operon,feynman_I_30_3,0.001,Feynman,0.0,0.0,0.3636378992679599,0.12419136662407848
Operon,feynman_I_30_3,0.01,Feynman,0.0,0.0,0.9367309340380944,0.629922378932961
Operon,feynman_I_32_17,0.0,Feynman,0.0,1.0,0.008977039391944715,8.05839892677196e-05
Operon,feynman_I_32_17,0.001,Feynman,10.0,1.0,0.0511214602180682,0.002609994693497551
Operon,feynman_I_32_17,0.01,Feynman,0.0,0.0,0.4001581805625775,0.14852911077909664
Operon,feynman_I_32_5,0.0,Feynman,10.0,1.0,2.7214457097453452e-05,7.40626670828709e-10
Operon,feynman_I_32_5,0.001,Feynman,0.0,1.0,0.005644067753957984,3.185499343550451e-05
Operon,feynman_I_32_5,0.01,Feynman,0.0,0.0,0.06946819756095145,0.0048142234797670215
Operon,feynman_I_34_1,0.0,Feynman,0.0,1.0,0.00025027304501248584,6.263659505854429e-08
Operon,feynman_I_34_1,0.001,Feynman,0.0,1.0,0.03319109107317226,0.0011010421571858945
Operon,feynman_I_34_1,0.01,Feynman,0.0,0.0,0.38125561425509036,0.13571536898692527
Operon,feynman_I_34_14,0.0,Feynman,0.0,1.0,0.00024331618468656884,5.920276404836393e-08
Operon,feynman_I_34_14,0.001,Feynman,0.0,1.0,0.03396493809864382,0.0011529521152448593
Operon,feynman_I_34_14,0.01,Feynman,0.0,0.0,0.4002786122588205,0.14861219995097963
Operon,feynman_I_34_27,0.0,Feynman,90.0,1.0,1.2194120588949396e-07,1.4876988529976987e-14
Operon,feynman_I_34_27,0.001,Feynman,0.0,1.0,0.01488167526730922,0.00022143973917280378
Operon,feynman_I_34_27,0.01,Feynman,0.0,0.0,0.16493239068875112,0.026839276125264624
Operon,feynman_I_34_8,0.0,Feynman,50.0,1.0,4.091326962770676e-06,1.6739054586738313e-11
Operon,feynman_I_34_8,0.001,Feynman,0.0,1.0,0.14709074079664458,0.021404956633644383
Operon,feynman_I_34_8,0.01,Feynman,0.0,0.0,1.4391848750385838,1.1220856556919185
Operon,feynman_I_37_4,0.0,Feynman,0.0,1.0,0.023255356118973614,0.000540665402337053
Operon,feynman_I_37_4,0.001,Feynman,0.0,1.0,0.039330302115323096,0.0015456774893262103
Operon,feynman_I_37_4,0.01,Feynman,0.0,0.0,0.3620803436385234,0.12319253368073951
Operon,feynman_I_38_12,0.0,Feynman,30.0,1.0,3.736810687831849e-05,1.396375458730791e-09
Operon,feynman_I_38_12,0.001,Feynman,0.0,1.0,0.012469542858197935,0.00015547741185327712
Operon,feynman_I_38_12,0.01,Feynman,0.0,0.0,0.1333852861219848,0.01763521599344925
Operon,feynman_I_39_1,0.0,Feynman,70.0,1.0,1.6368011720256928e-06,2.6791902030218387e-12
Operon,feynman_I_39_1,0.001,Feynman,0.0,1.0,0.15081473927417455,0.022490272714225018
Operon,feynman_I_39_1,0.01,Feynman,0.0,0.0,1.5969711603614367,1.2670368634545641
Operon,feynman_I_39_11,0.0,Feynman,20.0,1.0,9.936722431749872e-05,9.873845248190723e-09
Operon,feynman_I_39_11,0.001,Feynman,0.0,1.0,0.04634243959699032,0.002145318864801796
Operon,feynman_I_39_11,0.01,Feynman,0.0,0.0,0.4714538682991982,0.20070876286562375
Operon,feynman_I_39_22,0.0,Feynman,30.0,1.0,1.329511981654149e-05,1.7676016204718357e-10
Operon,feynman_I_39_22,0.001,Feynman,0.0,1.0,0.13725558997714732,0.018663838907038554
Operon,feynman_I_39_22,0.01,Feynman,0.0,0.0,1.3453785201461614,1.0331999147108162
Operon,feynman_I_40_1,0.0,Feynman,0.0,0.0,0.0608114619127811,0.0036912129834221403
Operon,feynman_I_40_1,0.001,Feynman,0.0,0.0,0.07336264834566354,0.0053676465478260165
Operon,feynman_I_40_1,0.01,Feynman,0.0,0.0,0.10160161015606706,0.010269970046588549
Operon,feynman_I_41_16,0.0,Feynman,0.0,1.0,0.004893958477976894,2.3950542767523688e-05
Operon,feynman_I_41_16,0.001,Feynman,0.0,1.0,0.023884471334373263,0.0005703053159261967
Operon,feynman_I_41_16,0.01,Feynman,0.0,0.0,0.2617907495767164,0.06628798670857051
Operon,feynman_I_43_16,0.0,Feynman,60.0,1.0,1.3321842735935306e-05,1.7747159296123738e-10
Operon,feynman_I_43_16,0.001,Feynman,0.0,1.0,0.14101998097556126,0.019691478996247666
Operon,feynman_I_43_16,0.01,Feynman,0.0,0.0,1.2489841781918796,0.9399922104773302
Operon,feynman_I_43_31,0.0,Feynman,40.0,1.0,0.0001874362179263756,3.5132335090148086e-08
Operon,feynman_I_43_31,0.001,Feynman,0.0,1.0,0.33817235228731995,0.10828073353451258
Operon,feynman_I_43_31,0.01,Feynman,0.0,0.0,3.119944927636831,2.3734215235533025
Operon,feynman_I_43_43,0.0,Feynman,20.0,1.0,0.0001887537525595133,3.56279783767891e-08
Operon,feynman_I_43_43,0.001,Feynman,0.0,1.0,0.018758561013081553,0.0003518217147633441
Operon,feynman_I_43_43,0.01,Feynman,0.0,0.0,0.20980399298101876,0.0430764581582204
Operon,feynman_I_44_4,0.0,Feynman,0.0,1.0,0.018822811849410533,0.0003542354971155978
Operon,feynman_I_44_4,0.001,Feynman,0.0,1.0,0.15084793342322117,0.02250006341069597
Operon,feynman_I_44_4,0.01,Feynman,0.0,0.0,1.6471899058654949,1.3119033528343078
Operon,feynman_I_47_23,0.0,Feynman,10.0,1.0,0.000367883935528923,1.3533858095434414e-07
Operon,feynman_I_47_23,0.001,Feynman,0.0,1.0,0.016154092267286372,0.0002609206542254091
Operon,feynman_I_47_23,0.01,Feynman,0.0,0.0,0.16356033410513549,0.026400405084790274
Operon,feynman_I_48_2,0.0,Feynman,0.0,1.0,0.015393088823376639,0.0002369191159741123
Operon,feynman_I_48_2,0.001,Feynman,0.0,1.0,1.5107086394094091,1.1885262968629298
Operon,feynman_I_48_2,0.01,Feynman,0.0,0.0,19.495593512633135,5.943004515264662
Operon,feynman_I_50_26,0.0,Feynman,0.0,0.0,0.32984512926420356,0.10327637371139767
Operon,feynman_I_50_26,0.001,Feynman,0.0,0.0,0.2942059077705433,0.08301408828533077
Operon,feynman_I_50_26,0.01,Feynman,0.0,0.0,0.4063105604969456,0.1527968537364285
Operon,feynman_I_6_2,0.0,Feynman,0.0,1.0,9.10093012306952e-05,8.282692941623487e-09
Operon,feynman_I_6_2,0.001,Feynman,0.0,1.0,0.0006632531597968443,4.3990465719909755e-07
Operon,feynman_I_6_2,0.01,Feynman,0.0,0.0,0.009395113215545741,8.826425692873794e-05
Operon,feynman_I_6_2a,0.0,Feynman,30.0,1.0,1.6085447298383245e-06,2.5874857811880423e-12
Operon,feynman_I_6_2a,0.001,Feynman,0.0,1.0,0.0008937016286940788,7.987022822052361e-07
Operon,feynman_I_6_2a,0.01,Feynman,0.0,0.0,0.009325917753414237,8.696896003382946e-05
Operon,feynman_I_6_2b,0.0,Feynman,0.0,1.0,0.0012650683580323497,1.6003966697499236e-06
