,algorithm,dataset,random_state,training time (s),model_size,mse_test,mae_test,r2_test,training time (hr),r2_zero_test,friedman_dataset,algorithm_count,rmse_test,log_mse_test,name,nsamples,nfeatures,npoints,Group
2309,MLP,659_sleuth_ex1714,13879.5,9.035061001777649,1802.0,1721645.3271312278,1005.1705646953749,0.6106868432917818,0.0025097391671604578,0.6106868432917818,False,21.0,1312.1148300096406,14.358791557934223,659_sleuth_ex1714,47,8,376,black-box
2310,*MRGP,659_sleuth_ex1714,13879.5,48467.54512989521,2045.0,5463983.239886893,1691.692757849447,-0.10777238217776342,13.463206980526447,0.0,False,21.0,2337.516468366992,15.513688795874081,659_sleuth_ex1714,47,8,376,black-box
2311,*Operon,659_sleuth_ex1714,13879.5,172.3714997768402,47.0,5364090.46520867,1586.1189575195312,0.21260750060080025,0.04788097216023339,0.2142013787462198,False,21.0,2316.0506180152174,15.495237574917796,659_sleuth_ex1714,47,8,376,black-box
2312,RandomForest,659_sleuth_ex1714,13879.5,76.90952122211456,4966.0,2069781.9604719167,1146.4884016348929,0.5594454454509641,0.021363755895031825,0.5594454454509641,False,21.0,1438.6736810242678,14.542954309730838,659_sleuth_ex1714,47,8,376,black-box
2313,*SBP-GP,659_sleuth_ex1714,13879.5,31373.242859482765,303.5,2284567.7547416613,1199.0317645925284,0.5649532118563398,8.714789683189657,0.5649532118563398,False,21.0,1511.4786649971813,14.641687835720658,659_sleuth_ex1714,47,8,376,black-box
2314,XGB,659_sleuth_ex1714,13879.5,144.65010023117065,273.0,3121127.5393803515,1377.261433919271,0.33697233081148237,0.040180583397547404,0.33697233081148237,False,21.0,1766.6713161707107,14.953705205723745,659_sleuth_ex1714,47,8,376,black-box
2315,*gplearn,659_sleuth_ex1714,13879.5,24286.822276234627,17.0,1429641.871526455,941.9855200451245,0.738262943081421,6.746339521176285,0.738262943081421,False,21.0,1195.6763238964193,14.172935230854526,659_sleuth_ex1714,47,8,376,black-box
2316,*AFP,663_rabe_266,13879.5,628.1715325117111,37.5,34.4054195359341,4.362630330893341,0.9884877871242921,0.1744920923643642,0.9884877871242921,False,21.0,5.865613312854343,3.5668649026574286,663_rabe_266,120,3,360,black-box
2317,*AFP_FE,663_rabe_266,13879.5,635.5734051465988,19.5,48.099466627880894,5.123334509949419,0.9817480502293892,0.17654816809627744,0.9817480502293892,False,21.0,6.935377900870355,3.8938481717655233,663_rabe_266,120,3,360,black-box
2318,*AIFeynman,663_rabe_266,13879.5,107255.77539682388,74.0,4.139684905962268,1.5875634252729112,0.9982914210044916,29.79327094356219,0.9982914210044916,False,21.0,2.0346215633287357,1.6369917752460372,663_rabe_266,120,3,360,black-box
2319,AdaBoost,663_rabe_266,13879.5,28.717010378837585,13249.5,94.90588628970664,7.563506890747837,0.965941373378062,0.007976947327454884,0.965941373378062,False,21.0,9.74196521702406,4.56336735946046,663_rabe_266,120,3,360,black-box
2320,*BSR,663_rabe_266,13879.5,7200.01247549057,34.5,60.01655346441795,6.374990901946207,0.9794738952906854,2.0000034654140473,0.9794738952906854,False,21.0,7.747035140259657,4.111145195628749,663_rabe_266,120,3,360,black-box
2321,*DSR,663_rabe_266,13879.5,32712.36093735695,18.0,91.73758423239292,8.057226604405427,0.9667236031756208,9.086766927043596,0.9667236031756208,False,21.0,9.577973910613503,4.529773829803604,663_rabe_266,120,3,360,black-box
2322,*EPLEX,663_rabe_266,13879.5,1776.2240678071976,60.5,7.216995605097987,1.9349605579431959,0.997362679019119,0.4933955743908882,0.997362679019119,False,21.0,2.6864466503353435,2.106204644094093,663_rabe_266,120,3,360,black-box
2323,*FEAT,663_rabe_266,13879.5,674.3879661560059,146.5,2.6842220292693995,1.1825524498936502,0.9986497330486057,0.18732999059889052,0.9986497330486057,False,21.0,1.6383595543315268,1.30405938510831,663_rabe_266,120,3,360,black-box
2324,*FFX,663_rabe_266,13879.5,23.05646324157715,122.5,5.402456125532144,1.7756381237311745,0.9978301167832277,0.00640457312266032,0.9978301167832277,False,21.0,2.3243184217168147,1.8566816863593,663_rabe_266,120,3,360,black-box
2325,*GP-GOMEA,663_rabe_266,13879.5,5503.639011502266,27.0,5.048671377090314,1.613416289730401,0.9982208287355585,1.528788614306185,0.9982208287355585,False,21.0,2.246924871260789,1.7998386408330715,663_rabe_266,120,3,360,black-box
2326,*ITEA,663_rabe_266,13879.5,1323.0427025556564,109.5,2.8989033469429755,1.3221459059178389,0.9988991521686486,0.3675118618210157,0.9988991521686486,False,21.0,1.7026166177219626,1.3606953205018657,663_rabe_266,120,3,360,black-box
2327,KernelRidge,663_rabe_266,13879.5,0.9066449403762817,90.0,2.5715989997091913,1.0568170289452685,0.9990115263815622,0.0002518458167711894,0.9990115263815622,False,21.0,1.6036205909469956,1.2730133945929019,663_rabe_266,120,3,360,black-box
2328,LGBM,663_rabe_266,13879.5,14.825594067573547,1701.0,158.39281354465862,9.209438619140506,0.9451392604536143,0.004118220574325985,0.9451392604536143,False,21.0,12.585420674123636,5.071371680927352,663_rabe_266,120,3,360,black-box
2329,Linear,663_rabe_266,13879.5,0.18306183815002441,2.0,82.53994424458004,7.292707592183136,0.9707549621407704,5.0850510597229004e-05,0.9707549621407704,False,21.0,9.085149654495519,4.425324891658944,663_rabe_266,120,3,360,black-box
2330,MLP,663_rabe_266,13879.5,9.675902128219604,802.0,5.145575855379546,1.457591777180946,0.9981469633617149,0.002687750591172112,0.9981469633617149,False,21.0,2.2683861786255766,1.8157324498364162,663_rabe_266,120,3,360,black-box
2331,*MRGP,663_rabe_266,13879.5,23710.925742030144,3437.0,4.053563325005868,1.237042618702084,0.9979583087016375,6.586368261675039,0.9979583087016375,False,21.0,2.0133463003184198,1.620093603374395,663_rabe_266,120,3,360,black-box
2332,*Operon,663_rabe_266,13879.5,215.1193062067032,43.0,3.9041055331862857,1.3883307360112667,0.9986576364662241,0.059755362835195336,0.9986576364662241,False,21.0,1.9758809511674245,1.5900727182201204,663_rabe_266,120,3,360,black-box
2333,RandomForest,663_rabe_266,13879.5,83.3927172422409,112649.0,48.61447668333323,4.74058333333331,0.9837155916617264,0.02316464367840025,0.9837155916617264,False,21.0,6.972408241298929,3.9042826597611127,663_rabe_266,120,3,360,black-box
2334,*SBP-GP,663_rabe_266,13879.5,80033.13840401173,907.0,1.7069296730763728,1.0361507760590332,0.9992903009732135,22.2314273344477,0.9992903009732135,False,21.0,1.306495186778877,0.9958150306405951,663_rabe_266,120,3,360,black-box
2335,XGB,663_rabe_266,13879.5,170.09387695789337,23947.0,5.8312853007136525,1.7787361105283102,0.9978558821679768,0.04724829915497038,0.9978558821679768,False,21.0,2.414805437444941,1.921512840462923,663_rabe_266,120,3,360,black-box
2336,*gplearn,663_rabe_266,13879.5,23060.904678583145,9.0,81.52959590282481,6.287968988972233,0.9717544172456228,6.405806855161984,0.9717544172456228,False,21.0,9.029374059303603,4.413156967225524,663_rabe_266,120,3,360,black-box
2337,*AFP,665_sleuth_case2002,13879.5,980.8838953971863,33.0,63.34619167010989,5.471495477478642,0.30550685046333853,0.27246774872144064,0.30550685046333853,False,21.0,7.959032081233866,4.164277750785168,665_sleuth_case2002,147,7,1029,black-box
2338,*AFP_FE,665_sleuth_case2002,13879.5,948.7075710296631,4.0,69.69058052945694,5.987596952828065,0.29913707001233775,0.2635298808415731,0.29913707001233775,False,21.0,8.348088435651418,4.258312332477009,665_sleuth_case2002,147,7,1029,black-box
2339,*AIFeynman,665_sleuth_case2002,13879.5,7307.7180725336075,11.0,108.10206499015727,7.527398097871774,-0.33394661496958344,2.029921686814891,0.0,False,21.0,10.397214289902717,4.692283820159052,665_sleuth_case2002,147,7,1029,black-box
2340,AdaBoost,665_sleuth_case2002,13879.5,23.174418807029724,1151.0,62.24040484084462,5.187609768470077,0.36310179724164326,0.006437338557508257,0.36310179724164326,False,21.0,7.889258827091719,4.146943413978665,665_sleuth_case2002,147,7,1029,black-box
2341,*BSR,665_sleuth_case2002,13879.5,7200.010558128357,18.0,71.00666513937547,5.901371074442331,0.2979850076991245,2.0000029328134326,0.2979850076991245,False,21.0,8.426545267152813,4.276758686111805,665_sleuth_case2002,147,7,1029,black-box
2342,*DSR,665_sleuth_case2002,13879.5,55065.450845479965,14.0,57.09090637375746,5.524545450833958,0.3985795103634362,15.29595856818888,0.3985795103634362,False,21.0,7.55585245844289,4.062009134805035,665_sleuth_case2002,147,7,1029,black-box
2343,*EPLEX,665_sleuth_case2002,13879.5,1958.1189056634903,62.0,71.78481140091874,6.121034487475986,0.24784201241389076,0.5439219182398585,0.24784201241389076,False,21.0,8.472591775892353,4.287507298832649,665_sleuth_case2002,147,7,1029,black-box
2344,*FEAT,665_sleuth_case2002,13879.5,6230.333672761917,27.0,61.1505896930802,5.658201921590401,0.32811830709310685,1.7306482424338658,0.32811830709310685,False,21.0,7.819884250619071,4.129560306135041,665_sleuth_case2002,147,7,1029,black-box
2345,*FFX,665_sleuth_case2002,13879.5,86.78703010082245,1098.5,194.6832827779664,9.08639066129801,-1.2101926006238073,0.02410750836133957,0.0,False,21.0,13.952895139646339,5.276497448055125,665_sleuth_case2002,147,7,1029,black-box
2346,*GP-GOMEA,665_sleuth_case2002,13879.5,7597.898326039314,30.0,73.15330856012093,6.099301583602838,0.2081418614289321,2.1105273127886983,0.2081418614289321,False,21.0,8.552970744724954,4.306134687414817,665_sleuth_case2002,147,7,1029,black-box
2347,*ITEA,665_sleuth_case2002,13879.5,1504.0242683887482,63.0,76.64050440495323,6.239759091590663,0.17002780852322247,0.4177845189968745,0.17002780852322247,False,21.0,8.754456259811526,4.352089254994714,665_sleuth_case2002,147,7,1029,black-box
2348,KernelRidge,665_sleuth_case2002,13879.5,0.9522322416305542,110.0,63.918975636632794,5.728358749941799,0.32595144676770743,0.0002645089560084873,0.32595144676770743,False,21.0,7.9949343735038125,4.173139963665354,665_sleuth_case2002,147,7,1029,black-box
2349,LGBM,665_sleuth_case2002,13879.5,15.717160820960999,2159.5,69.08563560798697,6.430699916962862,0.31210800512467995,0.0043658780058225,0.31210800512467995,False,21.0,8.311776922414783,4.249717860175516,665_sleuth_case2002,147,7,1029,black-box
2350,Linear,665_sleuth_case2002,13879.5,0.18198394775390625,6.0,62.324559375787544,5.790484364037075,0.30459420333773873,5.055109659830729e-05,0.30459420333773873,False,21.0,7.8945905134964125,4.148273237723579,665_sleuth_case2002,147,7,1029,black-box
2351,MLP,665_sleuth_case2002,13879.5,12.3888601064682,1602.0,65.26194672402832,5.87918693672396,0.282775155332958,0.0034413500295745,0.282775155332958,False,21.0,8.0784866605094,4.19361577651907,665_sleuth_case2002,147,7,1029,black-box
2352,*MRGP,665_sleuth_case2002,13879.5,253946.95899164677,6341.0,257.7600390524599,12.171660522920895,-1.915115087027924,70.5408219421241,0.0,False,21.0,16.054907008527326,5.555901142097322,665_sleuth_case2002,147,7,1029,black-box
2353,*Operon,665_sleuth_case2002,13879.5,241.94402039051056,46.5,68.17861444454823,5.791652532244051,0.25642775491435305,0.06720667233069738,0.25642775491435305,False,21.0,8.257034240243177,4.236691775042312,665_sleuth_case2002,147,7,1029,black-box
2354,RandomForest,665_sleuth_case2002,13879.5,76.42376625537872,4788.0,72.94319046382968,6.160308230861194,0.21240472554380047,0.021228823959827423,0.21240472554380047,False,21.0,8.540678571625891,4.303297101939625,665_sleuth_case2002,147,7,1029,black-box
2355,*SBP-GP,665_sleuth_case2002,13879.5,72175.15855741501,186.5,81.13968980374999,6.401818641254392,0.20352103010664546,20.0486551548375,0.20352103010664546,False,21.0,9.007757201642926,4.408421332087753,665_sleuth_case2002,147,7,1029,black-box
2356,XGB,665_sleuth_case2002,13879.5,158.2972719669342,1988.0,64.84042497754609,5.973001588035274,0.2922515668764478,0.043971464435259504,0.2922515668764478,False,21.0,8.052355244122436,4.187234011049473,665_sleuth_case2002,147,7,1029,black-box
2357,*gplearn,665_sleuth_case2002,13879.5,22485.770868897438,10.0,57.23704661624465,5.264722524061739,0.3876856457313637,6.246047463582622,0.3876856457313637,False,21.0,7.56551694309415,4.064521692029883,665_sleuth_case2002,147,7,1029,black-box
2358,*AFP,666_rmftsa_ladata,13879.5,1457.2253967523575,25.0,3.1193679107609538,1.334991597909366,0.6372370210308118,0.40478483243121044,0.6372370210308118,False,21.0,1.7661732391701992,1.415699731873211,666_rmftsa_ladata,508,11,5588,black-box
2359,*AFP_FE,666_rmftsa_ladata,13879.5,1566.764121055603,28.0,2.9963889077248096,1.2983812383798912,0.6750672496494066,0.43521225584877865,0.6750672496494066,False,21.0,1.7310080611380207,1.3853911803060668,666_rmftsa_ladata,508,11,5588,black-box
2360,*AIFeynman,666_rmftsa_ladata,13879.5,253696.74023413658,6182.0,75.97227398377089,4.234093097186392,-6.664749239519471,70.4713167317046,0.0,False,21.0,8.716207545932514,4.343445278877141,666_rmftsa_ladata,508,11,5588,black-box
2361,AdaBoost,666_rmftsa_ladata,13879.5,43.36001479625702,1491.0,3.166498104314049,1.2913770760049328,0.6525947202640519,0.012044448554515839,0.6525947202640519,False,21.0,1.7794656794425818,1.4270758998571935,666_rmftsa_ladata,508,11,5588,black-box
2362,*BSR,666_rmftsa_ladata,13879.5,7200.0042860507965,13.0,5.908779581280815,1.6950499243001131,0.40590139750447246,2.000001190569666,0.40590139750447246,False,21.0,2.430798136678736,1.9327930058686085,666_rmftsa_ladata,508,11,5588,black-box
2363,*DSR,666_rmftsa_ladata,13879.5,32154.0705896616,10.0,3.6382872683917995,1.3426069355043087,0.5928421283692233,8.931686274906,0.5928421283692233,False,21.0,1.9074294923775819,1.534345174904007,666_rmftsa_ladata,508,11,5588,black-box
2364,*EPLEX,666_rmftsa_ladata,13879.5,3933.8400616645813,55.5,3.0381982595248034,1.3118340363702843,0.6653072847472932,1.0927333504623837,0.6653072847472932,False,21.0,1.7430428163200131,1.3957986171313206,666_rmftsa_ladata,508,11,5588,black-box
2365,*FEAT,666_rmftsa_ladata,13879.5,4258.297049164772,25.5,3.1300112876268904,1.274368881270592,0.6447735355666744,1.1828602914346589,0.6447735355666744,False,21.0,1.7691837913645068,1.418280140050778,666_rmftsa_ladata,508,11,5588,black-box
2366,*FFX,666_rmftsa_ladata,13879.5,133.23109877109528,2333.0,114.02663420987348,3.4652768888951355,-11.099557488541206,0.037008638547526465,0.0,False,21.0,10.678325440342856,4.745163703372675,666_rmftsa_ladata,508,11,5588,black-box
2367,*GP-GOMEA,666_rmftsa_ladata,13879.5,26927.77799797058,27.0,2.660127370016929,1.2014287589058825,0.6757692945578736,7.479938332769606,0.6757692945578736,False,21.0,1.6309896903466095,1.2974979473588233,666_rmftsa_ladata,508,11,5588,black-box
2368,*ITEA,666_rmftsa_ladata,13879.5,3474.9779641628265,55.5,2.784809509076291,1.24026761004056,0.6898099947248361,0.9652716567118963,0.6898099947248361,False,21.0,1.668774852721688,1.3309955577698958,666_rmftsa_ladata,508,11,5588,black-box
2369,KernelRidge,666_rmftsa_ladata,13879.5,1.2537842988967896,381.0,2.603366870559433,1.240844990128672,0.7195694282285579,0.0003482734163602193,0.7195694282285579,False,21.0,1.613495234129755,1.2818686502179832,666_rmftsa_ladata,508,11,5588,black-box
2370,LGBM,666_rmftsa_ladata,13879.5,20.938729166984558,6394.0,4.3869319778992875,1.3622774799505315,0.517011838668042,0.005816313657495711,0.517011838668042,False,21.0,2.0945004124848694,1.683976016534822,666_rmftsa_ladata,508,11,5588,black-box
2371,Linear,666_rmftsa_ladata,13879.5,0.20316803455352783,10.0,3.8457692861318344,1.3738700418664163,0.5664078579394602,5.6435565153757733e-05,0.5664078579394602,False,21.0,1.9610633049781525,1.5781060121259922,666_rmftsa_ladata,508,11,5588,black-box
2372,MLP,666_rmftsa_ladata,13879.5,14.7699533700943,2402.0,3.4490114740298425,1.3287625838706965,0.5859099726096283,0.004102764825026194,0.5859099726096283,False,21.0,1.8571514407903957,1.492681930833805,666_rmftsa_ladata,508,11,5588,black-box
2373,*MRGP,666_rmftsa_ladata,13879.5,299907.0852073431,8523.5,29.021473544592908,3.1315486813617057,-2.477704084651843,83.30752366870642,0.0,False,21.0,5.387158206753623,3.401912910430143,666_rmftsa_ladata,508,11,5588,black-box
2374,*Operon,666_rmftsa_ladata,13879.5,526.237609744072,50.0,2.860737907194027,1.2189938365005133,0.6600912760266147,0.14617711381779777,0.6600912760266147,False,21.0,1.6913716052937706,1.3508583328733759,666_rmftsa_ladata,508,11,5588,black-box
2375,RandomForest,666_rmftsa_ladata,13879.5,80.97016859054565,47967.0,3.6394391190401265,1.3347085250005948,0.6136414791812572,0.02249171349737379,0.6136414791812572,False,21.0,1.9077314064197104,1.534593479414432,666_rmftsa_ladata,508,11,5588,black-box
2376,*SBP-GP,666_rmftsa_ladata,13879.5,139110.73682284355,111.5,2.98177355980643,1.2966225908771425,0.6714802965389841,38.641871339678765,0.6714802965389841,False,21.0,1.726781271558859,1.3817273380799298,666_rmftsa_ladata,508,11,5588,black-box
2377,XGB,666_rmftsa_ladata,13879.5,189.6503345966339,10239.0,3.334439498252302,1.2983102573184517,0.6282435705077326,0.05268064849906497,0.6282435705077326,False,21.0,1.8260447689616763,1.4665923050453376,666_rmftsa_ladata,508,11,5588,black-box
2378,*gplearn,666_rmftsa_ladata,13879.5,22925.903673052788,12.0,3.3265203356722823,1.339181165743089,0.626804931824545,6.368306575847996,0.626804931824545,False,21.0,1.8238750877382701,1.4647636013130076,666_rmftsa_ladata,508,11,5588,black-box
2379,*AFP,678_visualizing_environmental,13879.5,817.6948182582855,10.0,7.247003293473586,2.1265540175324555,0.30031558950991416,0.22713744951619042,0.30031558950991416,False,21.0,2.692025871620402,2.1098498972052777,678_visualizing_environmental,111,4,444,black-box
2380,*AFP_FE,678_visualizing_environmental,13879.5,838.24540579319,29.5,8.204646650506238,2.236515098581597,0.3202233425029211,0.23284594605366388,0.3202233425029211,False,21.0,2.864375438120191,2.219708427256916,678_visualizing_environmental,111,4,444,black-box
2381,*AIFeynman,678_visualizing_environmental,13879.5,68483.51892054081,12.0,10.236023113231894,2.5960510065309492,0.04364972728051181,19.023199700150226,0.04364972728051181,False,21.0,3.1993785510989308,2.4191249663092917,678_visualizing_environmental,111,4,444,black-box
2382,AdaBoost,678_visualizing_environmental,13879.5,25.578444480895996,2179.5,9.63446839370177,2.4755711547320454,0.21643233707488402,0.0071051234669155545,0.21643233707488402,False,21.0,3.1039440062123815,2.3641004609149894,678_visualizing_environmental,111,4,444,black-box
2383,*BSR,678_visualizing_environmental,13879.5,7200.007015585899,24.5,11.706214046297282,2.689797492492959,0.0018267705406221912,2.000001948773861,0.011057951604397487,False,21.0,3.421434501243197,2.5420911687828256,678_visualizing_environmental,111,4,444,black-box
2384,*DSR,678_visualizing_environmental,13879.5,31452.243845820427,7.0,6.7112708978008015,2.105241047513331,0.3557402089482423,8.736734401616786,0.3557402089482423,False,21.0,2.590612070110228,2.0426830115786685,678_visualizing_environmental,111,4,444,black-box
2385,*EPLEX,678_visualizing_environmental,13879.5,1728.8751388788223,56.0,10.392847310666589,2.530812482799982,0.1301939136228254,0.4802430941330062,0.1301939136228254,False,21.0,3.223793931172802,2.432985729595677,678_visualizing_environmental,111,4,444,black-box
2386,*FEAT,678_visualizing_environmental,13879.5,6322.525528073311,39.0,7.486083102824966,2.2352057100328446,0.19391996337997564,1.7562570911314754,0.19391996337997564,False,21.0,2.736070741560782,2.1384275396646557,678_visualizing_environmental,111,4,444,black-box
2387,*FFX,678_visualizing_environmental,13879.5,47.39822196960449,849.0,33.91607050243225,4.057005920626625,-2.6915753616945453,0.01316617276933458,0.0,False,21.0,5.823750552902506,3.552947196072355,678_visualizing_environmental,111,4,444,black-box
2388,*GP-GOMEA,678_visualizing_environmental,13879.5,8905.391738653183,20.5,9.241076458083661,2.331008032552668,0.23157641441252863,2.4737199274036623,0.23157641441252863,False,21.0,3.0399138899126172,2.3264067369460735,678_visualizing_environmental,111,4,444,black-box
2389,*ITEA,678_visualizing_environmental,13879.5,1435.4105503559113,49.5,8.671521347985301,2.2189107758698263,0.23708774992453258,0.398725152876642,0.23708774992453258,False,21.0,2.9447446999672655,2.2691856236661976,678_visualizing_environmental,111,4,444,black-box
2390,KernelRidge,678_visualizing_environmental,13879.5,0.7730526924133301,83.0,8.337320546819768,2.2539953100377095,0.2222646318415954,0.0002147368590037028,0.2222646318415954,False,21.0,2.8874418689940353,2.234019331727512,678_visualizing_environmental,111,4,444,black-box
2391,LGBM,678_visualizing_environmental,13879.5,8.687679290771484,750.0,11.454570981239273,2.5929872640622573,-0.034355512577102565,0.0024132442474365237,0.0,False,21.0,3.3844602200704434,2.5220877026162087,678_visualizing_environmental,111,4,444,black-box
2392,Linear,678_visualizing_environmental,13879.5,0.15376555919647217,3.0,7.565931329422074,2.1649015454765816,0.23047318901625674,4.2712655332353386e-05,0.23047318901625674,False,21.0,2.7506238073248173,2.147792862516413,678_visualizing_environmental,111,4,444,black-box
2393,MLP,678_visualizing_environmental,13879.5,10.923593401908875,1002.0,7.557249390087929,2.1855282700688337,0.31105163388099466,0.0030343315005302426,0.31105163388099466,False,21.0,2.7490451778913947,2.146778805581508,678_visualizing_environmental,111,4,444,black-box
2394,*MRGP,678_visualizing_environmental,13879.5,238326.77482390404,4305.5,47.58961326902881,5.778426831877054,-3.4506281233886473,66.2018818955289,0.0,False,21.0,6.898522542474498,3.8834097893210795,678_visualizing_environmental,111,4,444,black-box
2395,*Operon,678_visualizing_environmental,13879.5,224.60383868217468,46.0,12.109032036194488,2.7150879842894415,-0.012319872372397678,0.06238995518949297,0.0008343999035082539,False,21.0,3.4798034479255415,2.573301461044747,678_visualizing_environmental,111,4,444,black-box
2396,RandomForest,678_visualizing_environmental,13879.5,59.58087074756622,270.0,8.379397383128055,2.3235453049138286,0.19042066527279367,0.01655024187432395,0.19042066527279367,False,21.0,2.8947188780826463,2.238515516085266,678_visualizing_environmental,111,4,444,black-box
2397,*SBP-GP,678_visualizing_environmental,13879.5,64517.71742773056,248.5,12.00467580457584,2.852564142264419,0.013274860982526837,17.921588174369603,0.014629592867966723,False,21.0,3.4647764436649933,2.5653089700682363,678_visualizing_environmental,111,4,444,black-box
2398,XGB,678_visualizing_environmental,13879.5,139.27414500713348,376.0,10.62229137922588,2.5639477585043227,0.14500301771132046,0.038687262501981526,0.14500301771132046,False,21.0,3.2591856926578884,2.452924924688304,678_visualizing_environmental,111,4,444,black-box
2399,*gplearn,678_visualizing_environmental,13879.5,24527.59867835045,11.5,8.225802764952405,2.174383852836839,0.22869363329245068,6.813221855097346,0.22869363329245068,False,21.0,2.8680660321813383,2.2220042067315657,678_visualizing_environmental,111,4,444,black-box
2400,*AFP,687_sleuth_ex1605,13879.5,612.7939074039459,17.0,102.65951423295151,8.644309047739114,0.38133576908470673,0.17022052983442942,0.38133576908470673,False,21.0,10.132103149541635,4.641111626593447,687_sleuth_ex1605,62,6,372,black-box
2401,*AFP_FE,687_sleuth_ex1605,13879.5,618.450110912323,29.5,130.83957324670237,8.874493774161806,0.3224399496518147,0.17179169747564527,0.3224399496518147,False,21.0,11.438512720048108,4.881585829252876,687_sleuth_ex1605,62,6,372,black-box
2402,*AIFeynman,687_sleuth_ex1605,13879.5,7287.955039739609,277.0,4285.786652592352,48.47548782222369,-19.774450507293224,2.024431955483225,0.0,False,21.0,65.46591977962542,8.363292699227657,687_sleuth_ex1605,62,6,372,black-box
2403,AdaBoost,687_sleuth_ex1605,13879.5,29.016174912452698,7829.5,110.19626760055557,8.29318522846696,0.3650392249337612,0.008060048586792415,0.3650392249337612,False,21.0,10.497441002480347,4.711296816509968,687_sleuth_ex1605,62,6,372,black-box
2404,*BSR,687_sleuth_ex1605,13879.5,7200.017218351364,38.0,194.64755522470762,11.161706633966736,-0.23709596916992548,2.0000047828753793,0.0,False,21.0,13.95161478914565,5.276314852921349,687_sleuth_ex1605,62,6,372,black-box
2405,*DSR,687_sleuth_ex1605,13879.5,33523.96592116356,13.5,114.02079669215496,9.04245082660292,0.3536666957645622,9.312212755878766,0.3536666957645622,False,21.0,10.678052101959185,4.745112952814871,687_sleuth_ex1605,62,6,372,black-box
2406,*EPLEX,687_sleuth_ex1605,13879.5,1419.0054732561111,47.5,163.93788029183975,10.314662765095305,0.07984546786521551,0.3941681870155864,0.0902024941759092,False,21.0,12.80382287802513,5.105568919933274,687_sleuth_ex1605,62,6,372,black-box
2407,*FEAT,687_sleuth_ex1605,13879.5,2109.093132019043,44.5,121.80262428507456,9.463177176926406,0.23457619811658348,0.585859203338623,0.23457619811658348,False,21.0,11.03642262171373,4.8105783858843285,687_sleuth_ex1605,62,6,372,black-box
2408,*FFX,687_sleuth_ex1605,13879.5,53.41072404384613,677.0,7586.637191262848,45.45917492766543,-47.66143221540399,0.014836312234401704,0.0,False,21.0,87.10130418807084,8.934275516425094,687_sleuth_ex1605,62,6,372,black-box
2409,*GP-GOMEA,687_sleuth_ex1605,13879.5,11546.700324058533,26.5,148.95157342416667,10.399462367137218,0.08730128985679192,3.207416756682926,0.11069892400390219,False,21.0,12.204571824696131,5.010312398132076,687_sleuth_ex1605,62,6,372,black-box
2410,*ITEA,687_sleuth_ex1605,13879.5,1109.5078613758087,87.0,191.6440640717762,10.472049915250665,-0.42264126739866326,0.30819662815994686,0.0,False,21.0,13.84355677099553,5.260844258616031,687_sleuth_ex1605,62,6,372,black-box
2411,KernelRidge,687_sleuth_ex1605,13879.5,0.8241115808486938,46.0,111.47466967894488,8.505835428972052,0.32571142093468,0.00022891988356908162,0.32571142093468,False,21.0,10.558156547378188,4.722728037883136,687_sleuth_ex1605,62,6,372,black-box
2412,LGBM,687_sleuth_ex1605,13879.5,8.41788136959076,500.0,159.4255930464939,10.719093587433354,-0.005835754713286345,0.0023383003804418774,0.0,False,21.0,12.626384797181412,5.0778302403509175,687_sleuth_ex1605,62,6,372,black-box
2413,Linear,687_sleuth_ex1605,13879.5,0.15072941780090332,5.0,111.17719756496226,8.643452083383412,0.3865261348949326,4.186928272247315e-05,0.3865261348949326,False,21.0,10.544059823661959,4.7200797421757255,687_sleuth_ex1605,62,6,372,black-box
2414,MLP,687_sleuth_ex1605,13879.5,10.215111255645752,1402.0,99.52678348795072,7.912055377469059,0.47620474589236167,0.002837530904346042,0.47620474589236167,False,21.0,9.97631111623684,4.610424194361351,687_sleuth_ex1605,62,6,372,black-box
2415,*MRGP,687_sleuth_ex1605,13879.5,138543.31810367107,2652.5,503.61717689217704,18.231746360802454,-2.235419194758591,38.48425502879752,0.0,False,21.0,22.441416552708453,6.223800076238324,687_sleuth_ex1605,62,6,372,black-box
2416,*Operon,687_sleuth_ex1605,13879.5,177.0745700597763,45.0,238.25175270176987,10.841998100280762,-0.3614964946333221,0.049187380572160086,0.0,False,21.0,15.435405815908108,5.47751635612345,687_sleuth_ex1605,62,6,372,black-box
2417,RandomForest,687_sleuth_ex1605,13879.5,73.04025506973267,56674.0,99.25574174999991,8.123874999999991,0.47929015134381714,0.020288959741592408,0.47929015134381714,False,21.0,9.962717588589967,4.607724338860781,687_sleuth_ex1605,62,6,372,black-box
2418,*SBP-GP,687_sleuth_ex1605,13879.5,38628.67193543911,168.5,136.97480129718056,9.780889942352319,0.1047782349910844,10.730186648733087,0.1047782349910844,False,21.0,11.703623425981398,4.9270710691881305,687_sleuth_ex1605,62,6,372,black-box
2419,XGB,687_sleuth_ex1605,13879.5,139.91155970096588,1319.0,119.83089530875623,8.380160331726074,0.4433107406937138,0.03886432213915719,0.4433107406937138,False,21.0,10.946729891102466,4.794392008667946,687_sleuth_ex1605,62,6,372,black-box
2420,*gplearn,687_sleuth_ex1605,13879.5,26662.28227365017,14.5,107.47935326301088,8.918893236729193,0.37367939353879603,7.40618952045838,0.37367939353879603,False,21.0,10.36722495477989,4.686559862365786,687_sleuth_ex1605,62,6,372,black-box
