S,E,I,R,rzero,gamma,sigma,c,dI
10986559.9452241,388.09823905396,3663.79267301354,10228.1638638175,1.29166666666667,0.016,0.197,0,-128.861798689996
10997710.1955084,70.5559478249299,604.638739367369,2454.60980439714,1.044,0.039,0.341,0,-20.0243294981541
10832305.7536883,1260.98963600399,18873.1515593204,148400.105116412,0.604166666666667,0.044,0.423,0,-806.057476036033
10994711.4749992,117.51838011584,2623.31635221383,3387.69026853509,0.5,0.016,0.197,0,-123.144921633541
10919644.9885711,2302.54003285426,15248.3962596006,63644.0751364769,1.51041666666667,0.044,0.423,0,-403.948888092385
10982246.8394057,911.882929885775,5719.39722887638,11961.8804356425,0.5,0.036,0.142,0,-142.408006737289
10999199.4352707,226.019524444439,791.458960231382,623.086244666463,3.24,0.029,0.277,0,-14.1200447191031
5279154.8624442,254550.361104367,393597.240314489,5073537.536137,2.75,0.072,0.134,0,27049.1069430855
10951833.0395967,5156.86641607424,24664.3567111423,19185.7372761015,2.16,0.029,0.277,0,-390.423376473878
10772223.3789707,3240.25404740278,7001.31633516714,218375.050646735,1.26041666666667,0.083,0.204,0,235.272887080163
10995512.3269713,772.672578205535,2778.30236453844,1776.69808594063,3.0875,0.029,0.277,0,61.9025966049834
10514562.6143273,30989.7207117915,62492.5575917414,392795.107369146,1.35416666666667,0.083,0.204,0,2487.44982067221
4967196.90380178,279856.484496495,440146.560217872,5313640.0514839,2.83,0.072,0.134,0,29361.1342619939
10980879.362543,1558.04448022868,8885.82515617576,9516.76782059948,1.70714285714286,0.044,0.423,0,-193.765581404727
10586573.9838709,40202.3267324516,161744.566459408,212319.122937199,2.84,0.029,0.277,0,-1307.76391787096
10975797.44735,245.880180044057,4002.62055506051,20794.0519147702,1.20833333333333,0.025,0.478,0,-175.047693264006
10988100.3483578,389.368489530612,3228.78494060348,9121.49821215215,1.5,0.016,0.197,0,-104.487812145235
10845338.6530409,4226.1381476935,11138.7747693034,140136.434041995,1.48958333333333,0.0555555555555556,0.192307692307692,0,194.210124943907
10824259.0352868,646.811292799081,12002.6503979352,163931.503022561,0.5,0.044,0.423,0,-542.596532076061
10995025.4160044,229.261661545415,2810.86850936227,2774.45382473914,0.666666666666667,0.016,0.197,0,-112.020672623427
10982444.3951278,166.587770628003,3469.36051219622,14759.6565893499,0.520833333333333,0.016,0.197,0,-160.70225160347
10951512.0804627,8821.18354235893,18389.1072487021,22117.6287462049,1.942,0.0555555555555556,0.192307692307692,0,675.115414262031
1821727.00897957,154941.825018037,425374.614433197,8598796.55156921,2.975,0.072,0.134,0,6149.83499301284
10999740.9316852,326.908461241867,509.411063463351,262.748790093602,2.9,0.036,0.142,0,34.5830847787099
10996284.5507379,3.87960167183656,68.9005506668152,4482.66910970159,0.453333333333333,0.039,0.341,0,-3.07353679635338
10996546.2526971,919.163786646153,1860.22108454752,1514.36243174762,2.362,0.036,0.142,0,73.334839247716
10901310.9439367,34677.3152693864,32734.9659371852,32116.7748567435,2.9875,0.072,0.134,0,4834.63276031204
10394393.1311349,28465.2605582081,86288.4655841507,491693.142722535,1.15625,0.069,0.229,0,680.542832072534
10930162.6371343,2661.06268523753,11144.0042132361,56872.2959671961,0.875,0.036,0.142,0,-107.265469169908
6725527.16428292,251348.286328069,728618.798045443,3295345.75134359,0.5,0.072,0.134,0,7858.40075690203
10787863.4849406,2504.92839020241,8608.75520655434,201862.831462522,1.01041666666667,0.069,0.229,0,3.55520602631808
4284486.91102817,317780.600824154,526446.225358429,5872126.26278929,2.99,0.072,0.134,0,31842.1014690185
10996141.8558881,1653.61536140557,1514.45459612956,1530.07415432684,3.18,0.072,0.134,0,207.181278512821
10956212.1605681,2644.140310147,7372.39771918786,34611.3014025992,1.52083333333333,0.036,0.142,0,98.7447484132273
10967887.4122091,520.080489010709,6206.58808023532,26225.919221567,1.67708333333333,0.025,0.478,0,-244.821054009794
10999761.8366736,352.56240956348,463.350153618896,262.250763247176,2.94,0.069,0.229,0,41.9277471293729
10996581.9854203,5.22996162719801,78.3352906723182,4174.44932737264,0.572222222222222,0.039,0.341,0,-3.34976588210783
10927643.4706433,236.22865657746,8858.59787788084,64101.7028221317,0.5,0.025,0.478,0,-446.999538458768
10996435.7952056,12.0095568570168,56.8877411173216,4335.3074963866,2.12,0.039,0.341,0,-0.859240576402384
10966723.2882495,1581.79398157496,4331.79042262488,28203.1273462645,1.65625,0.036,0.142,0,63.6719472068696
7256920.91397676,459782.315811375,881332.404912099,2402804.36529978,1.25,0.072,0.134,0,39442.3992615209
10536065.8145392,11239.6219637475,49215.4811228833,404319.082374095,0.729166666666667,0.0555555555555556,0.192307692307692,0,-572.490030959123
9024166.18941562,268254.316149795,975456.820423114,732962.674011483,3.66666666666667,0.029,0.277,0,-2633.42400776354
10646761.5548414,17501.7088941345,54457.2816282233,282119.454636148,1.14583333333333,0.0555555555555556,0.192307692307692,0,340.433586280815
10999201.5341249,174.2939086077,714.32257791299,749.84938863159,2.64,0.044,0.423,0,-5.98309670776849
10999606.5498922,107.975110810645,622.277361003424,503.197636048239,1.54,0.039,0.341,0,-13.8204878028133
10996545.8166918,4.6344858496501,57.6857698039351,4231.86305256704,0.694444444444444,0.039,0.341,0,-2.29807986248784
2278296.88846816,199729.427777107,2925202.50288459,5597611.18087013,2.8,0.029,0.277,0,-124139.018990035
10996054.2953019,1238.47229663455,2112.63976297637,1434.5926385175,2.586,0.0555555555555556,0.192307692307692,0,120.969377985373
10776912.581283,2959.06567306567,8944.09410538631,212024.25893837,1.1875,0.069,0.229,0,71.4940973948437
10996786.9303993,18.3689458141993,262.763444962678,3771.93720999908,0.59,0.039,0.341,0,-11.076509332159
10997007.4823584,560.985874180616,1972.90752219098,1298.62424523773,3.175,0.029,0.277,0,47.1828032679399
10925275.2140042,173.804595915193,6520.52199301462,68870.4594067638,0.5,0.025,0.478,0,-328.650606899501
10435965.6329304,174450.937496086,183171.801646474,207251.627927102,2.56,0.072,0.134,0,23378.9608764319
10807053.4734466,9019.888893093,21001.099218398,163765.538441752,1.71875,0.0555555555555556,0.192307692307692,0,568.489843890216
10889602.4923863,6212.44241498223,47886.8571210641,57138.2080776667,1.19,0.029,0.277,0,-1381.46828659432
10133783.8801341,18659.5354572126,60589.7346121244,787806.849796499,0.697916666666667,0.083,0.204,0,223.104097886751
10901182.7163225,3819.29563223343,22561.8353701492,73276.1526750852,0.5,0.0555555555555556,0.192307692307692,0,-518.73591939497
10996576.7929491,5.1259996471232,74.6832668642855,4183.39778442899,0.588888888888889,0.039,0.341,0,-3.15565281687994
10994839.9646707,138.401772293856,2731.06437110061,3130.56918597383,0.5,0.016,0.197,0,-125.163817231985
10929816.3168063,2631.59540770605,11119.0470384807,57273.0407475575,0.864583333333333,0.036,0.142,0,-111.669149808415
10778178.6962218,2829.13870340817,6464.68860714554,213367.476467565,1.16666666666667,0.083,0.204,0,184.614886330373
10976031.8596837,678.539612146865,2721.45712656926,21408.1435776525,1.04166666666667,0.036,0.142,0,-20.659997746891
10966193.6675873,299.46038691457,5105.35157083697,29241.5204549479,0.5625,0.044,0.423,0,-226.302565956326
10999285.4697013,438.52589010922,540.754252381246,575.25015620281,2.8,0.083,0.204,0,54.6459280142463
1067338.21846022,41985.823751398,1314797.61854656,8576718.33924183,2.8,0.029,0.277,0,-65070.2555353234
10999558.6303264,208.474402268368,623.60877920308,449.286492176926,2.92,0.016,0.197,0,5.37665961291943
10994100.9746326,102.772902637229,2087.40409188344,4548.84837296957,0.635416666666667,0.016,0.197,0,-96.1886248066134
10868944.8919389,2541.96379017618,44398.3880897085,84954.7561812716,0.5,0.029,0.277,0,-2023.11410620273
11000177.6222548,78.7114026889828,268.994706072318,314.67163644278,3.075,0.029,0.277,0,-7.80783449548152
10864696.7716992,2214.13949650019,40373.3089427156,93555.7798615589,0.5,0.029,0.277,0,-1733.90886105453
10931230.6011396,2744.80210578613,11199.0957274271,55665.501027197,0.90625,0.036,0.142,0,-94.4080907068997
10998234.1946308,62.3849020304595,639.87794986085,1903.54251733034,0.86,0.039,0.341,0,-23.5567164117295
10972544.7758587,3438.72312881959,14683.015613407,10173.4853991197,2.48,0.029,0.277,0,-129.538859100976
10993693.9765023,1889.00747457442,2508.69154695188,2748.32447612124,2.46,0.083,0.204,0,223.803609701979
9724949.09708078,341163.595405053,401239.207681117,533488.099833084,2.24,0.072,0.134,0,43339.766338162
10899968.9984689,3605.90939144882,21539.1760573808,75725.9160821988,0.5,0.0555555555555556,0.192307692307692,0,-502.877436291942
10979508.3874961,7740.43422467751,6951.56301083837,6639.61526843583,3.25,0.072,0.134,0,1082.67356176541
10975676.0207605,249.027154820193,4020.61196011697,20894.3401244281,1.21875,0.025,0.478,0,-175.59273401106
10967759.3445708,356.560352745526,6535.92601485233,26188.1690615479,0.5,0.044,0.423,0,-294.235899969737
10986535.7959703,1939.35897510978,7519.2758138565,4845.56924078947,2.8125,0.029,0.277,0,-4.96845945567733
10985252.4368768,360.741914979398,3904.78072991332,11322.0404783088,1.10416666666667,0.016,0.197,0,-147.556159533032
10957184.1542409,437.452082616468,3589.9563182427,39628.4373582307,1.21875,0.044,0.423,0,-115.836922370932
10958106.6085739,406.832608068028,3474.48931510584,38852.0695029019,1.16666666666667,0.044,0.423,0,-114.888750306249
5203527.65670911,261080.772422866,405182.850506326,5131048.72036176,2.77,0.072,0.134,0,27683.5736503719
10992602.7169413,1961.49910477766,3469.51924067267,2806.26471325304,2.46,0.0555555555555556,0.192307692307692,0,184.160418984198
1452550.29402514,13785.4823067171,50558.9934136591,9483945.23025456,2.8,0.072,0.134,0,-146.215535188775
10977247.059952,211.493360346735,3860.64793693039,19520.7987505878,1.07291666666667,0.025,0.478,0,-173.651344243677
10930241.2038753,363.1676755338,11135.5584834759,59100.0699655563,0.59375,0.025,0.478,0,-548.882811426387
10823262.66221,594.060030218502,11026.4268090478,165956.85095076,0.5,0.044,0.423,0,-497.954884193265
6180972.00535759,144769.750265191,269181.604909334,4405916.63946793,2.18,0.072,0.134,0,12895.8813326889
10408674.590138,34940.0319257867,76985.5254919234,480239.852444301,1.19791666666667,0.083,0.204,0,2442.17890104306
10946030.9149592,785.97466666141,12731.4567746792,41291.6535993915,1.17708333333333,0.025,0.478,0,-556.123446839896
10483401.2987467,2094.91077885055,13229.2031385176,502114.58733589,0.5,0.0555555555555556,0.192307692307692,0,-332.945585930813
10993308.0583801,138.897864186956,1850.82378240088,5542.21997341853,0.96875,0.016,0.197,0,-76.1406693841594
10975428.3060654,255.570994672873,4059.79065315745,21096.3322866206,1.23958333333333,0.025,0.478,0,-176.792335469496
1552597.07622047,50925.7119997541,175067.140934703,9222250.07084513,2.8,0.072,0.134,0,72.5232458657295
10966977.9526622,1549.4348597509,4264.20659223129,28048.4058858007,1.64583333333333,0.036,0.142,0,61.2349671300109
10978134.673167,193.39634868075,3858.03644746794,18653.8940367648,0.979166666666667,0.025,0.478,0,-177.031020006728
10996828.1518264,1018.4980761203,1663.14111703853,1330.20898037786,2.62,0.069,0.229,0,103.594592821484
10992655.4224123,477.136917159353,4504.83775761346,3202.60291289551,2.11,0.025,0.478,0,-158.688079825578
10922848.8544042,13821.882011877,28017.7949282267,36151.4686556262,1.928,0.069,0.229,0,1100.6100673519
10996519.8842556,4.42011968635245,48.7914395464424,4266.90418517649,0.788888888888889,0.039,0.341,0,-1.8500576901686
10944554.0160707,772.435232689523,12938.0326810396,42575.5160154536,1.13541666666667,0.025,0.478,0,-570.251144328885
6612385.85734058,153812.775778446,566020.046072026,3668621.32080897,0.5,0.072,0.134,0,-1876.57903400056
10997674.849592,715.989401319327,1402.21389309318,1046.94711356192,2.474,0.036,0.142,0,59.8545929213179
10986864.2007681,390.817061132699,3588.94282098723,9996.03934984476,1.33333333333333,0.016,0.197,0,-124.307908198207
10865342.5242176,15892.0162790356,44830.7552090933,74774.7042942095,1.06428571428571,0.069,0.229,0,565.705892834452
10484119.5883811,2202.96017864041,13910.2982711624,500607.153169057,0.5,0.0555555555555556,0.192307692307692,0,-348.605171248
9265831.28271036,236143.924798288,844980.0690399,653884.723451471,3.68666666666667,0.029,0.277,0,-1542.97410415229
10776932.8531692,2905.40314245634,6553.94599357451,214447.797694788,1.1875,0.083,0.204,0,192.588574528415
10850896.7793863,2287.44782737497,24560.966878689,123094.805907672,0.875,0.044,0.423,0,-924.395909817409
10919265.9487246,9883.58865140735,28369.2290391123,43321.2335848657,1.06428571428571,0.0555555555555556,0.192307692307692,0,324.382918096724
1538437.44484285,45685.4729983386,158471.450659584,9258245.63149928,2.8,0.072,0.134,0,-17.781206202249
10999309.1896004,108.360975406203,710.62880418364,711.820620021306,1.316,0.039,0.341,0,-18.6389483432395
10963538.2420955,302.465974835911,3759.17792321394,33240.1140064598,0.78125,0.044,0.423,0,-150.857360556001
10200619.0949124,27607.9748522534,76980.3212018303,695632.609033509,0.864583333333333,0.083,0.204,0,1031.88149708487
10658179.6114567,15992.1622020683,37151.3414467179,289516.884894406,1.63541666666667,0.069,0.229,0,1012.19743018002
10801546.7615965,2700.86756795981,9170.84938884679,187421.521446588,0.697916666666667,0.083,0.204,0,8.63927248149783
10996262.5848615,1.97947773290386,40.4083507849715,4535.02730989308,0.4,0.039,0.341,0,-1.86971565212182
10952278.4002237,17350.5306532335,15959.1859777562,15251.8831453111,3.1125,0.072,0.134,0,2456.75969167657
10993479.0866131,1050.34057069233,3864.95639254247,2445.61642369095,3.0,0.029,0.277,0,3.93983628255109
10826447.9877691,6723.1390207091,27500.5754149942,140168.29779514,0.5,0.083,0.204,0,-233.352517943291
10922517.0395261,1645.96301491795,9310.02994653899,67366.9675124992,0.583333333333333,0.036,0.142,0,-200.627256690808
10834427.2564818,6275.11690930837,35440.2886159934,124697.337992844,0.5,0.069,0.229,0,-762.881406103138
10831249.8654714,7846.09721539533,31332.0283952802,130412.008917857,0.5,0.083,0.204,0,-230.234449427919
10953324.6025506,2815.71376787993,8134.11263866368,36565.5710429084,1.44791666666667,0.036,0.142,0,89.5082750101992
10968571.1310494,6539.01376400127,12206.3275771699,13523.5276094386,2.166,0.069,0.229,0,579.532617431733
9836225.48113873,318244.272992327,368270.068772531,478100.177096436,2.28,0.072,0.134,0,40739.200059189
10812991.6165941,2986.45376007323,16910.8497972488,167951.079848433,0.552083333333333,0.069,0.229,0,-364.654346771162
10993161.2189595,145.639150842388,1843.20892730495,5689.9329624231,1.02083333333333,0.016,0.197,0,-74.3012173048169
7021519.62011928,452545.737268974,2026918.3281511,1499856.31446064,3.54666666666667,0.029,0.277,0,-25557.1616516117
10980464.4187527,607.653898851744,4236.47744451768,15531.4499039805,0.510416666666667,0.036,0.142,0,-118.612580988278
10946516.4325708,11843.7534164335,17910.988236007,24568.8257767449,2.012,0.083,0.204,0,1280.20844474326
10852716.2172556,3492.81193349095,9675.83069787813,134955.140112984,1.39583333333333,0.0555555555555556,0.192307692307692,0,134.128142625979
10992638.8599708,170.855885801344,1867.00621704659,6163.27792640316,1.1875,0.016,0.197,0,-70.865068665027
10999123.096026,238.094283526596,832.18582498261,646.62386556238,3.2475,0.029,0.277,0,-3.12565792139061
10976715.7383589,223.405577025144,3895.5462248725,20005.3098391449,1.125,0.025,0.478,0,-173.602304130889
10983715.7708651,287.301707846507,3934.51610906023,12902.4113180198,0.84375,0.016,0.197,0,-163.341991570748
10887243.121258,2110.2164996602,11268.5742065902,100218.088035664,0.635416666666667,0.0555555555555556,0.192307692307692,0,-219.528693024272
10987094.3465748,392.039887842413,3528.4050511572,9825.20848625717,1.36458333333333,0.016,0.197,0,-120.640184675204
10355866.0047282,28077.7794784521,88886.3606433555,528009.855149773,1.09375,0.069,0.229,0,460.643112310008
2922488.85671253,275046.148666235,3184011.93727356,4619293.05734766,2.8,0.029,0.277,0,-123990.032584692
10734846.8968779,6813.83282915922,16557.611391042,242621.658901826,1.58333333333333,0.069,0.229,0,390.310412072238
10999042.6375048,250.850173423422,875.137792327755,671.374529523681,3.255,0.029,0.277,0,-60.0797207805303
1574036.45416087,58856.8068468729,199578.185647038,9168368.55334526,2.8,0.072,0.134,0,238.233583522169
10926068.168872,2227.70271203692,10569.9847604597,61974.1436555474,0.739583333333333,0.036,0.142,0,-158.654962981432
10931901.2808977,448.587544069086,11995.5789211549,56494.5526369513,0.6875,0.025,0.478,0,-580.129319839414
10996735.9121604,16.1120566880957,229.747604792722,3858.22817814785,0.573333333333333,0.039,0.341,0,-9.6664156678549
10983769.1734574,290.847449057134,3940.56926071593,12839.4098328413,0.854166666666667,0.016,0.197,0,-163.028297543792
10351098.9127955,35135.7621573104,81572.9407624499,533032.384284762,1.11458333333333,0.083,0.204,0,2223.9970348367
9723013.75085954,165997.008803666,603469.108432244,508360.13190457,3.525,0.029,0.277,0,-1626.0364709208
10998003.3394639,266.348455049295,1511.72695830627,1058.58512273046,2.32,0.016,0.197,0,-32.717443793516
10936606.0086642,621.600160379627,13125.1405141245,50487.2506611866,0.885416666666667,0.025,0.478,0,-609.445818803211
10989322.2005484,1591.67264204861,6061.93032413127,3864.19648546655,2.875,0.029,0.277,0,-51.9737674382181
10940016.8439196,703.980551853424,13270.3265593908,46848.8489690448,1.0,0.025,0.478,0,-601.917495934783
10999126.4110991,597.496019029142,537.892925180904,578.19995669614,3.075,0.072,0.134,0,101.995638554211
10999827.8273563,103.025009088836,542.379804327422,366.767830277993,1.708,0.039,0.341,0,-10.297395701986
10575552.7234163,15094.9645621142,56081.2278634242,354111.084158084,0.90625,0.0555555555555556,0.192307692307692,0,-213.33425683773
10993448.0581588,132.561733393913,1865.77449467943,5393.60561323359,0.916666666666667,0.016,0.197,0,-78.1133972661282
10971268.5098594,5822.30585241494,11450.0557222313,12299.1285659443,2.11,0.0555555555555556,0.192307692307692,0,483.422203541509
9608159.11077669,183990.0569281,663616.531925836,545074.300369397,3.595,0.029,0.277,0,-1498.85435534598
10886067.2770086,2078.25438684285,10650.9288732354,102043.539731299,0.666666666666667,0.0555555555555556,0.192307692307692,0,-191.96097660439
10216936.0873599,231073.27442614,252122.899535219,300707.738678765,2.44,0.072,0.134,0,30428.0754520665
2376153.41741633,289961.127102023,606736.151913813,7727989.30356788,3.55333333333333,0.072,0.134,0,22072.5142070358
10952893.3696579,799.200158524996,11289.0901122861,35858.340071263,1.36458333333333,0.025,0.478,0,-473.277448306063
10089690.2721684,8494.94300659118,35317.9361493256,867336.8486757,0.5,0.083,0.204,0,-327.52435012506
10996550.5282653,4.6937294917207,59.7852006701715,4224.99280454649,0.677777777777778,0.039,0.341,0,-2.42877872575956
10981552.1726633,140.284934028648,5091.45327232254,14056.0891302482,0.53125,0.025,0.478,0,-255.662933262971
10981288.8135423,723.479062660937,4946.44760056756,13881.2597944961,0.5,0.036,0.142,0,-135.537618264096
10968882.8269354,479.193683737365,5854.76988143291,25623.2094994047,1.63541666666667,0.025,0.478,0,-233.041905744516
10955347.3940179,8272.55845068926,17071.8746517596,20148.1728796257,1.97,0.0555555555555556,0.192307692307692,0,642.942823504691
10992708.9968406,167.339636207175,1860.01483602801,6103.64868726681,1.16666666666667,0.016,0.197,0,-71.2023843214994
10105772.6441372,2963.24103264067,18399.8814894326,873704.233340518,0.5,0.069,0.229,0,-453.453079757187
10900568.8025272,3709.40650642315,22046.5511598491,74515.2398064289,0.5,0.0555555555555556,0.192307692307692,0,-511.344877347808
10995544.6218343,350.437659429706,3055.40845323373,1889.53205300027,2.306,0.025,0.478,0,-102.369346513442
10961722.2902964,704.932199589142,8528.39152676108,29884.3859772367,1.61458333333333,0.025,0.478,0,-338.550432047934
10694233.3659354,12025.7249011145,27114.5989226129,267466.310240766,1.73958333333333,0.069,0.229,0,805.756619993662
10943661.2046687,3111.25596370264,10196.2317310068,43871.3076366403,1.21875,0.036,0.142,0,31.7405118682014
10964372.6213486,651.56085161054,7537.97912055781,28277.8386791204,1.69791666666667,0.025,0.478,0,-293.166540099244
10981833.1107989,122.592316774897,2902.29248104984,15982.0044033124,0.5,0.016,0.197,0,-137.696145430494
10918096.1484118,832.146684894155,5854.46247001843,76057.2424333065,0.5,0.036,0.142,0,-165.186911205498
10738698.8168684,7013.60059829263,12916.4970032457,242211.085530019,1.58333333333333,0.083,0.204,0,630.848762450104
11000222.9995715,76.027037399921,241.094887598921,299.878503533897,3.06,0.029,0.277,0,-4.46612272133958
3063817.71542817,290293.700202033,3212981.02330006,4433747.56106972,2.8,0.029,0.277,0,-122662.094931104
10996255.47426,1.47944532609974,30.2350752433232,4552.81121942272,0.4,0.039,0.341,0,-1.38283040553521
10923338.521584,1804.39820887878,9699.18358572482,65997.896621406,0.625,0.036,0.142,0,-191.843757055107
10980778.7829413,150.704183380973,4535.51363165716,15374.9992435546,0.645833333333333,0.025,0.478,0,-222.596356790543
8066548.23167833,526313.481358328,811879.955641241,1596098.33132209,1.64,0.072,0.134,0,56080.0067557432
10982227.6126243,142.470968514811,3278.26703277488,15191.6493743816,0.5,0.016,0.197,0,-154.66636065236
10944552.1894884,3102.75659678412,10042.3885886859,43142.6653261264,1.23958333333333,0.036,0.142,0,38.6260851515314
10774706.5327948,3088.71525180221,9148.69500959233,213896.056943681,1.21875,0.069,0.229,0,85.7304266995641
10969799.9626228,442.878254797502,5543.54624718638,25053.6128751364,1.59375,0.025,0.478,0,-222.957255419264
10996518.3844561,4.41376182757569,48.4023600587652,4268.79942199963,0.794444444444445,0.039,0.341,0,-1.84914868105622
10820025.051636,422.933063489339,7852.71964108437,172539.295659477,0.5,0.044,0.423,0,-354.681312264625
10793546.5291564,2429.67185707429,6957.49928015014,197906.299706342,0.864583333333333,0.083,0.204,0,81.6987217409447
10999405.8881295,193.514862195228,681.456184563555,559.140823741838,3.2175,0.029,0.277,0,19.0846401814883
2922451.26095948,348985.607631792,633718.790199857,7095684.34120891,3.64666666666667,0.072,0.134,0,31926.5333120121
10860946.3282675,2593.62423414516,25187.3258263284,112112.721672132,0.979166666666667,0.044,0.423,0,-900.05472669941
10993734.0205337,119.694361430477,1925.77231937549,5060.51278559997,0.802083333333333,0.016,0.197,0,-83.953762353885
10962357.2673799,313.380816721899,3497.24941871707,34672.1023846399,0.875,0.044,0.423,0,-133.673481042929
10986409.209799,386.272448102527,3698.55149787447,10345.9662550447,1.27083333333333,0.016,0.197,0,-131.265939379133
10597659.1832398,21160.7399894554,52445.1351060351,329574.941664583,1.5,0.069,0.229,0,1154.68087262378
10138580.5821616,9273.16238318348,49739.0384710746,803247.21698393,0.552083333333333,0.069,0.229,0,-980.627818186883
10999257.2603344,181.046892067324,845.734286426999,555.958487099336,2.74,0.016,0.197,0,-12.2218273413245
2544583.07805825,232096.425128824,3060841.38687643,5163319.10993647,2.8,0.029,0.277,0,-125459.492778715
10493687.9139332,3652.37844987489,22963.2173624375,480536.490254348,0.5,0.0555555555555556,0.192307692307692,0,-573.483078365697
10948373.4247335,9935.32260182317,19344.2500591996,23187.0026054989,2.04,0.069,0.229,0,836.52637966844
10862892.6184906,2668.60704946235,8165.0865719033,127113.687887962,1.22916666666667,0.0555555555555556,0.192307692307692,0,59.3120220892107
10547234.3305041,28874.1075573493,56672.0026046222,368059.55933382,1.40625,0.083,0.204,0,2404.85112111346
4760638.22611618,294061.698837764,468855.22277934,5477284.85226676,2.88,0.072,0.134,0,30510.4433928174
10996475.5182489,1533.37613761169,1406.12236211995,1424.98325136594,3.1725,0.072,0.134,0,207.721926779649
10130798.5683594,7481.62769067149,43273.1546309296,819286.649318802,0.5,0.069,0.229,0,-964.807753400549
10998217.7624568,910.809970552456,839.978058905641,871.449513743025,3.12,0.072,0.134,0,135.637970027271
10942652.6384759,1220.35847641029,7490.09213108264,49476.910916578,1.6875,0.044,0.423,0,-181.759770661317
10980541.9296736,617.078596031641,4303.25378936391,15377.7379410204,0.5,0.036,0.142,0,-120.549147141144
10934274.0232242,2930.31429384318,11200.7965881437,52434.8658937677,0.989583333333333,0.036,0.142,0,-58.8353588028144
10954860.8751892,528.200625161409,3995.81313270792,41455.1110528918,1.33333333333333,0.044,0.423,0,-120.681368835709
10955092.0440028,518.368560975468,3949.26025908227,41280.3271770844,1.32291666666667,0.044,0.423,0,-119.78086755072
10729288.3185492,7470.65971995558,17896.3773994932,246184.644331257,1.61458333333333,0.069,0.229,0,442.690259802129
8937547.35240663,279070.375430457,1022296.13799518,761926.134167742,3.66,0.029,0.277,0,-3154.27284158243
10933101.5278998,2867.5606264812,11224.7994333497,53646.1120403766,0.958333333333333,0.036,0.142,0,-72.1853889811104
10924507.321524,2136.86848046224,13740.1311567355,60455.6788388383,1.5625,0.044,0.423,0,-352.678848636382
1931154.91021894,155253.166404134,2667339.15566368,6247092.76771325,2.8,0.029,0.277,0,-118322.076403677
10994244.155454,97.0875701194882,2189.21900755665,4309.53796835042,0.5625,0.016,0.197,0,-102.927293829658
10998808.8666946,209.561336347506,1095.09899426436,726.472974768201,2.544,0.016,0.197,0,-20.5084401723979
10982757.9428077,167.786798694948,6261.74741180777,11652.5229817458,0.5,0.025,0.478,0,-315.598651585931
10960678.7811341,7484.36622527758,15217.4318923342,17459.4207483114,2.012,0.0555555555555556,0.192307692307692,0,594.342295861473
10975574.6593874,3142.47292870874,13159.7169794814,8963.15070443724,2.54,0.029,0.277,0,-140.104668609306
6156834.99285687,149212.284528553,269487.437012665,4425305.28560195,2.26,0.072,0.134,0,13716.3188142883
10943473.0187143,12413.269066382,18859.1835612428,26094.5286580869,1.998,0.083,0.204,0,1339.33467335593
10999531.9028039,476.626664661911,385.766738999062,445.70379246711,3.045,0.072,0.134,0,59.1167252366313
10947445.3151876,9386.91713076003,19770.7407409005,24237.0269407446,1.914,0.0555555555555556,0.192307692307692,0,706.491505947402
10996824.5204154,19.7594778347047,288.183158637902,3707.53694816165,0.578,0.039,0.341,0,-12.216884568235
10987715.2406231,1793.47941179745,6903.76072230075,4427.51924289619,2.8375,0.029,0.277,0,-26.4796218142947
10929984.6833094,12774.8427407836,25628.9037133436,32451.5702363947,1.956,0.069,0.229,0,1033.22050479062
10997323.6152637,64.3532137041966,615.074042455631,2836.95748014612,0.83,0.039,0.341,0,-21.7828871654404
10444770.2590631,34099.2032845344,72851.5673870995,449118.970265194,1.25,0.083,0.204,0,2511.75245636887
10871678.6461198,2196.07806963906,7678.16956622082,119287.106244257,1.04166666666667,0.0555555555555556,0.192307692307692,0,-4.82874367694351
10990761.4096525,281.260306034399,2300.02878466292,7497.30125691089,1.61458333333333,0.016,0.197,0,-73.7149130000498
10553306.1772637,24043.54512435,62252.726419203,361237.551192646,1.41666666666667,0.069,0.229,0,1165.62770082197
10337130.7971317,27658.991953681,89563.4210470392,546486.789867414,1.0625,0.069,0.229,0,342.385107464686
10084669.4243155,7156.3735200462,30726.1171938079,878288.084970579,0.5,0.083,0.204,0,-331.666369993145
1905758.36768928,184500.584678802,473688.087402661,8436892.96022928,3.15,0.072,0.134,0,9155.89782609444
10127544.8829294,17518.6199813845,58116.2879656762,797660.209123541,0.677083333333333,0.083,0.204,0,140.193899985037
10583716.5891322,26009.3549767779,49492.2236158704,341621.832275029,1.46875,0.083,0.204,0,2252.65460269869
8426422.06441171,517150.737507924,741324.653324469,1315942.5447559,1.79,0.072,0.134,0,58270.96076044
10426945.1280031,61331.6517523984,242477.96203079,270085.258213704,2.94,0.029,0.277,0,-1677.38681459081
10862023.5990981,2618.82524833467,25193.2651114916,111004.310542148,0.989583333333333,0.044,0.423,0,-896.149663860164
10953745.4926752,2793.05396621357,8026.78032790707,36274.6730307136,1.45833333333333,0.036,0.142,0,91.3561402231009
10931547.3599902,1854.89726798634,11403.4633899202,56034.2793518833,1.64583333333333,0.044,0.423,0,-276.931521451773
10969179.1246551,430.718255608225,7889.92847046239,23340.2286187928,0.5,0.044,0.423,0,-355.300495203169
